DBSCAN_eps0.3_minpts3,DBSCAN_eps0.3_minpts5,DBSCAN_eps0.3_minpts7,DBSCAN_eps0.3_minpts10,DBSCAN_eps0.3_minpts15,DBSCAN_eps0.3_minpts25,DBSCAN_eps0.3_minpts35,DBSCAN_eps0.3_minpts50,DBSCAN_eps0.5_minpts3,DBSCAN_eps0.5_minpts5,DBSCAN_eps0.5_minpts7,DBSCAN_eps0.5_minpts10,DBSCAN_eps0.5_minpts15,DBSCAN_eps0.5_minpts25,DBSCAN_eps0.5_minpts35,DBSCAN_eps0.5_minpts50,DBSCAN_eps1_minpts3,DBSCAN_eps1_minpts5,DBSCAN_eps1_minpts7,DBSCAN_eps1_minpts10,DBSCAN_eps1_minpts15,DBSCAN_eps1_minpts25,DBSCAN_eps1_minpts35,DBSCAN_eps1_minpts50,DBSCAN_eps2.5_minpts3,DBSCAN_eps2.5_minpts5,DBSCAN_eps2.5_minpts7,DBSCAN_eps2.5_minpts10,DBSCAN_eps2.5_minpts15,DBSCAN_eps2.5_minpts25,DBSCAN_eps2.5_minpts35,DBSCAN_eps2.5_minpts50,DBSCAN_eps3_minpts3,DBSCAN_eps3_minpts5,DBSCAN_eps3_minpts7,DBSCAN_eps3_minpts10,DBSCAN_eps3_minpts15,DBSCAN_eps3_minpts25,DBSCAN_eps3_minpts35,DBSCAN_eps3_minpts50,DBSCAN_eps4_minpts3,DBSCAN_eps4_minpts5,DBSCAN_eps4_minpts7,DBSCAN_eps4_minpts10,DBSCAN_eps4_minpts15,DBSCAN_eps4_minpts25,DBSCAN_eps4_minpts35,DBSCAN_eps4_minpts50,DBSCAN_eps5_minpts3,DBSCAN_eps5_minpts5,DBSCAN_eps5_minpts7,DBSCAN_eps5_minpts10,DBSCAN_eps5_minpts15,DBSCAN_eps5_minpts25,DBSCAN_eps5_minpts35,DBSCAN_eps5_minpts50,DBSCAN_eps6_minpts3,DBSCAN_eps6_minpts5,DBSCAN_eps6_minpts7,DBSCAN_eps6_minpts10,DBSCAN_eps6_minpts15,DBSCAN_eps6_minpts25,DBSCAN_eps6_minpts35,DBSCAN_eps6_minpts50,DBSCAN_eps7_minpts3,DBSCAN_eps7_minpts5,DBSCAN_eps7_minpts7,DBSCAN_eps7_minpts10,DBSCAN_eps7_minpts15,DBSCAN_eps7_minpts25,DBSCAN_eps7_minpts35,DBSCAN_eps7_minpts50
0.6136564004515641,,,,,,,,-0.13691996420328031,-0.18880591033326857,0.04921552559334615,0.273923077200147,,,,,-0.3103950206776611,-0.2177800452617208,-0.014573489557798407,0.023277314683483583,0.10234679153241003,,0.152950949343149,0.11550154422918375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
