explicit,artists,key,genre,time_signature
0,4362,5,14,4.0
0,1559,0,3,4.0
0,4017,9,2,4.0
0,2845,9,0,4.0
0,4260,6,18,4.0
0,1616,0,6,4.0
0,148,8,17,4.0
0,3995,4,8,4.0
1,4363,8,17,4.0
0,2411,8,0,4.0
0,1649,9,15,4.0
0,2645,8,7,4.0
0,2661,1,14,4.0
0,4551,9,15,4.0
0,1265,4,12,3.0
0,1579,7,5,4.0
0,2440,11,19,4.0
0,679,0,1,4.0
0,4260,0,18,4.0
0,301,9,12,4.0
0,2147,10,19,4.0
0,4460,10,18,4.0
0,1244,5,17,4.0
0,3537,9,3,4.0
0,252,2,17,4.0
0,3652,3,16,4.0
0,4545,6,15,4.0
1,3326,3,17,4.0
0,3697,3,15,4.0
0,2306,11,5,4.0
0,1232,11,4,4.0
0,4131,1,5,4.0
0,4286,4,2,4.0
0,4030,2,10,4.0
0,2932,4,3,4.0
0,2075,1,11,4.0
1,2715,2,18,4.0
0,716,1,16,4.0
0,887,7,19,4.0
0,1330,0,6,4.0
0,1423,9,14,4.0
0,4245,6,13,4.0
0,1348,5,3,4.0
0,2853,2,17,4.0
0,2764,11,11,4.0
0,1688,5,15,4.0
0,3107,0,10,4.0
0,1366,11,5,4.0
0,847,2,6,3.0
0,1956,0,17,4.0
0,3220,6,11,4.0
0,705,8,11,4.0
0,2398,7,0,4.0
0,4513,1,17,4.0
0,246,3,8,4.0
0,1655,6,11,4.0
0,3780,9,2,4.0
0,3287,0,6,4.0
0,2486,8,18,4.0
0,3419,11,1,3.0
1,3897,10,12,3.0
0,2894,2,7,4.0
0,1773,5,19,4.0
0,4011,7,2,4.0
0,3031,6,18,4.0
0,89,4,15,4.0
0,1025,7,4,4.0
0,645,8,4,4.0
0,2499,7,15,4.0
0,1549,7,19,4.0
0,2498,0,15,4.0
0,9,7,8,4.0
0,872,6,17,4.0
0,516,11,7,4.0
0,2336,3,3,4.0
0,1951,0,19,4.0
0,813,6,19,4.0
1,2110,11,13,4.0
0,2775,1,14,4.0
0,3014,7,6,4.0
0,186,5,0,4.0
0,4343,7,2,4.0
0,2662,10,5,4.0
0,4500,10,5,4.0
0,2824,4,10,4.0
0,704,3,1,3.0
0,2892,5,0,4.0
0,4123,4,2,4.0
0,612,11,13,4.0
0,3870,9,4,4.0
0,4025,9,2,4.0
0,1366,6,5,4.0
0,329,9,4,4.0
0,3559,7,19,4.0
0,1420,6,1,4.0
0,1193,9,18,4.0
0,4123,0,2,4.0
0,1847,4,7,4.0
0,2457,1,5,4.0
0,848,1,0,4.0
0,3988,5,0,4.0
0,2225,2,17,4.0
0,2001,11,19,4.0
0,4029,5,2,4.0
0,1785,1,7,4.0
0,45,0,19,4.0
0,1907,0,18,4.0
0,4538,6,15,4.0
0,2441,1,5,4.0
0,2525,10,8,4.0
0,3087,7,1,4.0
0,3466,9,14,4.0
0,361,10,9,4.0
0,463,6,1,4.0
0,3065,11,1,4.0
0,4504,8,18,4.0
0,4572,10,15,4.0
0,2894,11,7,4.0
0,3501,2,10,4.0
0,2412,11,17,4.0
0,3256,10,10,4.0
0,176,4,2,4.0
0,1330,3,6,4.0
0,424,1,4,4.0
0,579,10,18,4.0
0,1759,9,1,4.0
0,1093,4,3,4.0
0,3231,2,0,4.0
0,1212,8,14,4.0
0,3659,2,7,4.0
0,3370,7,5,4.0
0,950,4,7,4.0
0,3017,7,2,4.0
0,310,6,10,4.0
0,3306,2,7,4.0
0,2125,5,6,4.0
0,46,0,14,4.0
0,870,6,17,4.0
0,2444,6,5,4.0
0,1035,10,1,4.0
0,2570,7,3,3.0
1,2636,9,11,4.0
0,2394,3,18,4.0
0,4055,4,15,4.0
0,1360,1,5,4.0
0,543,10,2,4.0
0,4227,5,7,4.0
0,2557,0,5,4.0
0,1494,10,12,4.0
0,3755,8,15,4.0
0,1377,9,5,4.0
0,2763,6,2,4.0
0,4556,7,15,4.0
0,2974,6,8,4.0
0,2894,6,7,4.0
0,1092,7,5,4.0
0,3843,5,17,4.0
0,2291,5,0,4.0
0,3286,6,11,4.0
0,2196,7,14,4.0
0,565,7,8,4.0
0,3270,5,15,4.0
0,4125,9,10,3.0
0,24,11,14,4.0
0,1817,7,15,4.0
0,4360,4,14,4.0
0,1423,2,14,4.0
0,150,8,7,4.0
0,3191,0,10,4.0
0,1254,6,8,4.0
0,2098,10,6,4.0
0,3543,11,18,4.0
0,176,6,2,4.0
0,4238,4,13,4.0
0,4264,0,2,4.0
0,3094,11,10,4.0
0,1097,6,9,4.0
0,2293,6,0,4.0
0,341,0,7,4.0
0,407,9,7,4.0
0,1659,10,7,4.0
0,2090,9,3,4.0
0,2260,2,0,4.0
1,1444,5,8,4.0
0,551,11,9,4.0
0,1434,10,19,4.0
0,4357,7,14,4.0
0,2190,5,5,4.0
0,3628,2,14,4.0
1,3600,11,11,4.0
0,2086,2,15,4.0
0,164,9,0,4.0
0,2056,9,14,4.0
0,2245,5,14,4.0
0,2477,0,3,4.0
0,1942,5,0,4.0
0,4123,0,2,4.0
0,3282,8,5,4.0
0,2914,10,14,4.0
0,4308,2,2,4.0
0,3398,7,5,4.0
0,878,7,0,4.0
0,2708,8,16,3.0
0,2834,7,9,4.0
0,2846,1,18,3.0
0,3634,1,4,5.0
0,181,10,13,4.0
0,2204,4,8,4.0
0,835,4,17,4.0
0,3819,10,10,4.0
0,2971,1,15,4.0
0,391,4,0,4.0
0,1591,10,11,4.0
0,2664,9,19,4.0
0,2377,7,10,4.0
0,568,8,19,4.0
0,2075,9,11,4.0
0,1302,0,0,4.0
0,1939,8,0,4.0
0,877,1,9,5.0
0,2850,9,2,4.0
0,4417,1,9,4.0
0,2910,3,19,4.0
1,3693,5,5,4.0
0,3512,5,1,4.0
0,1808,7,15,4.0
0,539,5,13,4.0
0,3897,10,12,4.0
0,1165,0,4,4.0
0,1558,5,5,4.0
0,2829,3,15,4.0
0,1243,2,3,4.0
0,2953,5,19,4.0
0,4001,2,2,4.0
0,2045,10,5,4.0
0,1062,10,7,4.0
0,356,3,9,4.0
0,995,0,8,4.0
0,524,11,18,3.0
1,1847,1,7,4.0
0,1437,2,7,4.0
0,2203,8,6,4.0
0,3397,4,5,4.0
0,2474,1,5,4.0
0,328,1,9,4.0
0,2078,1,6,4.0
0,1959,9,5,4.0
0,3673,0,11,4.0
0,4066,9,18,1.0
0,618,11,1,4.0
0,1749,1,7,4.0
0,885,7,13,4.0
0,3659,6,7,4.0
0,33,9,15,4.0
0,3577,3,9,4.0
0,4495,3,18,4.0
0,757,2,6,3.0
0,3989,0,4,4.0
1,2806,7,10,4.0
0,1894,1,2,4.0
0,510,5,6,4.0
0,3544,9,1,4.0
0,1534,7,0,4.0
0,280,11,11,4.0
0,626,1,5,4.0
0,3914,10,2,4.0
0,1775,7,1,4.0
0,569,5,19,4.0
0,1042,10,11,4.0
0,953,2,15,4.0
0,3559,5,8,4.0
0,1411,7,15,4.0
0,1909,2,15,3.0
0,4540,0,14,4.0
0,2706,6,17,4.0
0,2146,7,14,4.0
0,291,11,5,4.0
0,3989,9,4,4.0
0,336,1,10,4.0
0,3672,11,19,4.0
0,410,10,8,4.0
0,1288,8,18,4.0
0,3598,7,14,3.0
0,696,7,0,4.0
0,2486,6,18,4.0
0,3365,0,6,3.0
0,2894,2,7,4.0
0,65,11,5,4.0
0,550,0,9,4.0
1,4364,1,3,4.0
0,3981,6,8,4.0
0,3812,2,9,4.0
0,4196,8,6,4.0
0,265,7,4,4.0
0,2775,6,14,4.0
0,2806,4,10,4.0
0,2685,2,7,4.0
0,1452,3,6,4.0
0,639,2,0,3.0
0,1925,5,18,4.0
0,35,10,4,4.0
0,4399,11,15,4.0
0,1138,10,8,4.0
0,1107,7,8,4.0
0,1758,1,5,4.0
0,3309,7,8,4.0
0,4338,0,15,4.0
0,3311,6,3,4.0
0,3965,11,2,4.0
0,2772,2,15,4.0
0,4180,4,11,4.0
0,2305,9,17,4.0
0,139,9,5,4.0
0,2146,4,14,3.0
0,598,7,1,4.0
0,3385,3,10,4.0
0,1351,2,1,4.0
0,4496,5,14,4.0
0,2219,0,3,4.0
0,1859,10,15,4.0
0,201,5,9,4.0
0,2401,11,3,4.0
0,1040,6,15,3.0
0,1021,9,4,4.0
0,4001,4,2,4.0
0,2326,0,17,4.0
0,1726,7,4,4.0
0,1749,5,7,4.0
0,2217,5,0,4.0
0,343,11,7,4.0
0,2775,0,14,4.0
0,997,7,8,4.0
0,2295,11,17,4.0
0,87,10,15,4.0
0,2486,2,18,4.0
0,678,10,9,4.0
0,163,2,0,4.0
0,304,0,12,4.0
0,1816,5,0,4.0
0,3645,0,1,4.0
0,1107,2,8,4.0
0,2486,8,18,4.0
1,615,1,9,4.0
0,4468,5,13,4.0
0,472,6,2,4.0
0,2512,7,17,4.0
0,3286,0,11,4.0
0,4264,4,2,4.0
0,370,0,0,4.0
0,4420,4,9,4.0
0,552,10,0,4.0
0,2897,9,7,4.0
0,1340,10,13,4.0
0,2409,5,17,4.0
0,1515,6,14,4.0
0,1783,10,9,4.0
0,1703,2,17,4.0
0,1353,10,16,5.0
0,3056,6,0,4.0
0,3601,8,17,4.0
0,3928,9,4,4.0
0,79,9,19,4.0
0,2031,2,2,4.0
0,4056,10,18,4.0
0,3287,8,6,4.0
0,1271,5,15,4.0
0,1338,5,15,4.0
0,4077,0,14,4.0
0,1052,10,14,4.0
0,279,7,14,4.0
0,4154,7,5,4.0
0,2371,3,6,4.0
0,2568,1,11,4.0
0,1993,4,10,4.0
0,1859,2,15,4.0
0,1415,3,19,4.0
0,1505,1,4,4.0
0,2881,5,4,4.0
0,3052,10,9,3.0
0,2319,9,18,4.0
0,2268,10,3,4.0
0,1325,0,19,4.0
0,2155,5,9,3.0
0,1734,10,7,4.0
0,501,7,14,4.0
0,1221,5,2,3.0
0,2373,1,13,4.0
0,1103,1,19,4.0
0,714,0,12,5.0
1,705,7,11,4.0
0,1358,0,12,4.0
0,1220,4,15,4.0
0,3543,0,18,3.0
0,3866,7,7,4.0
0,673,0,19,4.0
0,908,11,11,4.0
0,2398,7,0,4.0
0,3134,4,10,4.0
0,1081,2,8,3.0
0,1406,0,5,4.0
0,4502,1,8,4.0
0,3733,1,1,4.0
0,3286,8,11,4.0
0,3988,0,0,4.0
0,1236,7,4,4.0
0,1423,6,14,4.0
0,1611,7,2,4.0
0,3815,5,10,4.0
0,3370,6,5,4.0
0,2572,7,2,4.0
0,2438,9,0,4.0
0,2744,2,2,4.0
0,1333,10,18,4.0
0,3308,8,19,4.0
0,4123,2,2,4.0
0,438,11,1,4.0
0,369,4,6,4.0
0,3254,7,10,4.0
0,833,1,19,4.0
0,2285,7,2,3.0
0,3595,5,17,3.0
0,3628,7,14,4.0
0,2190,6,5,4.0
0,46,6,14,4.0
0,2246,10,1,4.0
0,880,6,6,4.0
0,1526,8,3,4.0
0,1144,9,1,4.0
0,4494,9,18,4.0
0,4122,3,16,4.0
0,4370,9,14,4.0
0,3689,0,18,4.0
0,4518,8,14,4.0
0,3304,11,11,4.0
0,2596,0,14,4.0
0,2155,0,9,4.0
0,1847,9,7,4.0
0,3366,9,4,4.0
0,4562,0,15,4.0
0,128,7,14,4.0
0,2843,11,9,4.0
0,2660,6,14,4.0
0,2626,6,5,4.0
0,1655,9,11,1.0
0,1555,11,6,4.0
0,897,11,8,4.0
0,647,8,11,4.0
0,4302,9,9,4.0
0,1682,6,10,3.0
1,823,1,12,4.0
0,3889,2,9,5.0
0,2068,1,18,4.0
0,2974,0,8,4.0
0,4168,3,7,4.0
0,4347,11,19,4.0
0,2598,5,0,4.0
0,3038,5,2,4.0
0,1898,7,18,4.0
0,3077,9,13,4.0
0,3946,9,2,4.0
0,2926,8,7,4.0
0,3683,6,18,4.0
0,1442,10,7,4.0
0,1872,0,15,4.0
0,2906,7,16,1.0
0,2011,1,3,5.0
0,2982,8,5,4.0
0,757,7,6,4.0
0,2056,5,14,4.0
0,883,0,9,4.0
0,2338,10,9,4.0
0,789,9,2,4.0
0,3121,9,10,4.0
0,1982,9,8,4.0
0,3924,10,0,4.0
0,879,0,15,4.0
0,3960,2,2,4.0
0,1113,2,2,4.0
0,2194,11,2,4.0
0,3995,7,8,4.0
0,4583,7,15,4.0
1,2636,1,11,4.0
0,4186,4,18,4.0
0,3898,7,0,4.0
0,314,0,1,4.0
0,1290,1,1,1.0
0,2158,1,17,4.0
0,4066,11,18,4.0
0,717,5,3,4.0
1,3645,2,1,4.0
0,2701,1,18,4.0
0,1821,11,15,4.0
0,2974,4,19,4.0
0,2445,2,5,4.0
1,1829,10,13,4.0
0,3659,7,7,4.0
0,3049,1,7,4.0
0,446,10,18,4.0
0,4185,2,1,4.0
0,3836,3,19,4.0
0,2213,1,6,4.0
0,2549,9,5,4.0
0,633,0,7,4.0
0,368,8,16,5.0
0,1191,10,8,4.0
0,222,0,2,4.0
0,4247,2,15,4.0
0,3587,1,4,4.0
1,1057,2,1,4.0
0,973,0,9,4.0
0,2488,9,0,4.0
0,1510,11,15,4.0
0,3365,9,6,3.0
0,981,2,17,4.0
0,223,9,15,4.0
0,1977,4,5,4.0
0,641,8,16,4.0
0,640,5,0,4.0
0,1731,10,8,3.0
0,2036,10,15,4.0
0,126,2,10,4.0
0,3543,9,18,4.0
0,2308,9,10,4.0
0,2451,11,8,4.0
0,2155,0,9,4.0
0,3538,5,2,4.0
0,16,5,8,4.0
0,3913,1,9,1.0
0,490,7,10,4.0
0,2334,9,3,4.0
0,24,3,14,4.0
0,3928,7,4,4.0
1,466,5,1,4.0
1,4218,2,12,4.0
0,1351,9,1,4.0
0,4275,8,0,4.0
0,3403,11,15,4.0
0,508,2,2,4.0
0,3115,9,10,4.0
0,46,1,14,4.0
0,811,7,3,4.0
0,3872,11,7,4.0
0,1255,10,17,4.0
0,521,0,13,4.0
0,378,7,5,4.0
0,4412,9,7,4.0
0,1763,4,1,3.0
0,2701,9,18,4.0
0,2204,5,8,4.0
0,1696,11,0,3.0
0,791,5,15,4.0
0,4215,2,5,4.0
0,263,6,4,4.0
0,1325,7,19,4.0
0,1859,2,15,3.0
0,1233,7,4,4.0
0,1649,4,15,4.0
0,1579,5,5,4.0
0,4374,2,10,4.0
0,4418,0,19,4.0
0,2476,10,7,4.0
0,2442,0,5,4.0
0,2242,0,2,4.0
0,776,11,3,4.0
0,3898,11,0,4.0
0,3460,6,18,4.0
0,1911,0,15,4.0
0,1724,4,7,4.0
0,3260,5,2,4.0
0,2627,1,19,4.0
0,4579,1,15,4.0
0,3255,11,10,4.0
0,2184,6,1,4.0
0,166,6,3,4.0
0,2430,2,1,4.0
0,86,7,3,4.0
0,417,11,5,4.0
0,1556,10,5,4.0
0,3596,1,9,4.0
0,1757,0,11,4.0
0,3995,11,8,4.0
0,4315,4,15,4.0
0,2150,0,5,4.0
0,2572,7,2,4.0
1,1101,1,11,4.0
0,1193,2,18,3.0
0,301,0,12,4.0
0,1765,0,8,4.0
0,4172,6,1,4.0
0,3938,5,4,4.0
0,1157,9,4,4.0
0,2853,11,17,4.0
0,1853,2,10,3.0
0,4293,10,8,4.0
0,2961,1,15,4.0
0,3083,1,1,4.0
0,1261,0,17,4.0
0,3543,6,18,4.0
0,4440,7,16,4.0
0,384,2,0,4.0
0,2830,10,16,4.0
0,3821,7,6,4.0
0,4441,8,14,4.0
0,2178,11,0,4.0
0,3843,1,17,4.0
0,3995,0,8,4.0
0,1794,9,12,4.0
0,3543,5,18,4.0
0,389,4,0,3.0
0,728,8,13,4.0
0,343,9,7,4.0
0,2007,11,19,4.0
0,3928,2,4,4.0
0,2966,9,18,4.0
1,3098,7,9,4.0
0,1062,7,7,4.0
0,3995,7,8,4.0
0,1146,11,8,4.0
0,3466,6,14,4.0
0,943,11,2,4.0
0,3173,0,10,4.0
0,4477,0,18,4.0
0,2012,2,15,4.0
0,3720,11,17,4.0
0,2094,9,8,4.0
0,2659,0,14,4.0
0,2441,7,5,4.0
0,4356,10,11,4.0
0,496,0,15,3.0
0,2837,5,18,1.0
0,65,6,5,4.0
0,2428,9,7,3.0
0,1942,5,0,3.0
0,3779,9,2,4.0
0,3986,9,2,4.0
0,2291,4,0,1.0
0,3391,5,15,4.0
0,1420,11,1,4.0
0,2723,7,14,4.0
0,4245,1,13,4.0
0,1193,7,18,4.0
0,743,5,5,4.0
0,1519,4,14,4.0
0,1189,7,17,4.0
0,123,8,1,4.0
0,850,7,0,4.0
0,4188,4,10,4.0
0,1676,0,10,4.0
0,622,0,5,4.0
1,4052,9,18,4.0
0,4217,9,10,4.0
0,1899,9,2,4.0
0,3643,7,17,4.0
0,1499,0,13,4.0
0,3273,11,2,3.0
1,823,8,12,4.0
0,4187,1,19,3.0
0,1358,11,12,4.0
0,3739,9,4,4.0
0,3901,8,6,3.0
0,2182,0,0,4.0
0,4396,0,7,4.0
0,356,1,9,4.0
0,3603,4,4,4.0
0,811,7,3,4.0
0,201,4,9,4.0
0,3997,10,8,4.0
0,256,9,10,4.0
0,730,10,8,4.0
0,1428,0,7,4.0
0,4571,2,14,4.0
0,2487,6,7,3.0
0,2881,6,4,5.0
0,1756,2,9,4.0
0,1979,9,18,4.0
0,2844,5,9,4.0
0,3390,7,18,4.0
0,3955,8,4,4.0
1,1098,5,9,4.0
0,1555,7,6,4.0
1,3238,10,18,4.0
0,1772,7,19,4.0
0,714,2,12,3.0
0,2222,2,12,4.0
0,1130,9,19,4.0
0,724,1,13,4.0
0,1044,0,17,4.0
0,2097,6,13,4.0
0,2995,7,7,4.0
0,3583,10,14,4.0
0,868,10,4,4.0
0,1709,1,5,4.0
0,4407,4,6,4.0
0,3257,0,10,4.0
0,3815,7,10,4.0
0,4108,5,1,4.0
0,4107,4,2,4.0
0,357,6,14,4.0
0,247,0,5,4.0
0,2290,0,17,4.0
0,3960,9,2,4.0
0,4012,2,2,4.0
0,1809,7,15,5.0
0,1462,7,5,4.0
0,2663,4,19,4.0
0,1979,8,18,4.0
0,848,9,0,4.0
0,2749,9,1,3.0
0,136,7,6,4.0
0,2213,1,6,4.0
0,2839,10,19,4.0
0,2982,0,5,4.0
0,2002,8,10,4.0
0,3273,1,2,3.0
0,2285,5,2,4.0
0,4150,4,11,4.0
0,4329,7,2,4.0
0,4412,7,7,4.0
0,4514,7,17,4.0
0,1062,5,7,4.0
0,456,0,16,4.0
0,4554,11,15,4.0
0,1446,0,6,4.0
0,3138,0,10,4.0
0,1822,4,0,4.0
0,555,11,10,4.0
0,764,9,0,4.0
0,4060,7,2,4.0
0,981,0,17,4.0
0,50,6,12,4.0
1,3753,10,11,4.0
0,870,7,17,4.0
0,3116,8,10,4.0
0,3995,10,8,4.0
0,3213,9,11,4.0
0,3069,4,17,4.0
0,2775,9,14,4.0
0,2626,10,5,4.0
0,2686,5,3,4.0
0,1553,7,6,4.0
0,975,9,4,4.0
0,1052,5,14,4.0
0,1732,5,0,4.0
0,3402,9,5,4.0
0,3421,1,5,4.0
0,2851,1,1,3.0
0,1612,6,11,4.0
0,1004,7,1,4.0
0,3792,7,19,4.0
0,2073,5,7,4.0
0,2452,11,3,4.0
0,2596,4,14,4.0
0,2486,7,18,4.0
1,1654,10,1,4.0
0,1960,9,5,4.0
0,1859,8,15,4.0
0,4123,2,2,4.0
0,4015,3,0,5.0
0,2914,4,14,4.0
0,464,9,7,4.0
0,1312,9,17,4.0
0,864,8,3,4.0
0,1895,2,2,4.0
0,152,5,7,4.0
0,3639,6,10,4.0
0,951,4,17,4.0
0,1510,5,15,4.0
1,3056,7,0,4.0
0,1339,4,15,4.0
0,4029,6,2,4.0
0,3452,0,13,4.0
0,4503,9,8,4.0
0,1045,6,13,4.0
0,3909,7,2,4.0
0,4108,6,1,4.0
0,3543,7,18,4.0
1,1729,2,1,4.0
0,328,10,9,4.0
0,729,5,8,4.0
0,1543,5,12,3.0
1,2361,1,11,4.0
0,105,11,0,4.0
0,3185,1,10,4.0
0,1296,10,15,4.0
0,4351,5,14,4.0
0,1016,1,4,4.0
0,1559,9,3,4.0
0,3286,6,11,4.0
0,4308,2,2,4.0
1,2634,11,11,4.0
0,2104,9,8,4.0
0,1628,7,2,4.0
0,569,7,19,4.0
0,3111,7,10,4.0
0,4428,1,18,4.0
0,2894,9,7,4.0
0,752,8,5,4.0
0,3928,11,4,4.0
0,2832,2,11,4.0
1,1729,10,1,4.0
0,512,2,2,4.0
0,4263,7,1,4.0
0,3628,2,14,4.0
0,2314,8,15,4.0
0,4585,1,15,3.0
0,4538,1,15,4.0
0,1555,0,6,3.0
0,551,8,9,4.0
0,1886,10,5,4.0
0,3478,0,12,4.0
0,268,6,11,4.0
0,2486,1,18,4.0
0,3451,7,6,4.0
0,570,7,19,4.0
0,1555,6,6,4.0
0,4415,5,14,4.0
0,3438,5,15,4.0
0,1246,6,7,4.0
0,2146,0,14,4.0
1,2935,2,11,4.0
0,210,7,17,4.0
0,579,8,18,4.0
0,2617,0,8,4.0
0,3923,2,2,4.0
0,3052,10,9,3.0
0,1015,5,4,4.0
0,4288,1,18,4.0
0,3798,5,3,4.0
0,2701,0,18,4.0
0,1501,1,11,4.0
0,170,5,12,3.0
0,513,9,13,4.0
0,3928,3,4,4.0
0,4291,8,15,4.0
0,2071,0,6,4.0
0,2563,4,2,4.0
0,229,5,15,4.0
0,50,0,12,4.0
0,1800,1,5,4.0
0,2787,7,17,4.0
0,847,0,6,4.0
0,3401,2,5,4.0
0,3422,7,5,4.0
0,6,4,8,4.0
0,3432,1,17,4.0
0,4589,9,15,4.0
0,4296,0,15,4.0
1,3559,11,19,4.0
0,4104,8,9,4.0
1,4212,0,13,4.0
0,2988,7,19,4.0
0,3583,2,14,4.0
0,1164,7,4,4.0
0,379,10,5,4.0
0,3735,5,11,4.0
0,291,8,5,4.0
0,2136,2,2,4.0
0,24,8,14,4.0
0,301,9,12,4.0
0,1942,7,0,3.0
0,2234,2,11,4.0
0,869,11,9,4.0
0,2146,7,14,4.0
0,3382,5,6,4.0
0,3589,5,4,4.0
0,2593,11,18,4.0
0,4444,6,7,4.0
0,909,7,4,4.0
0,1488,1,3,4.0
0,1193,6,18,4.0
0,4078,9,13,4.0
0,3740,8,4,4.0
0,4409,8,7,4.0
0,3218,11,7,4.0
0,2236,9,13,4.0
0,1169,7,4,4.0
0,1443,10,7,4.0
0,631,10,7,4.0
0,2575,0,18,4.0
0,4141,4,5,4.0
0,3071,9,17,4.0
0,1979,3,18,4.0
0,453,0,0,4.0
0,3960,4,2,4.0
0,3190,0,10,4.0
0,4180,8,11,4.0
0,2067,7,3,3.0
0,1023,2,4,4.0
0,2022,8,6,4.0
0,240,7,8,3.0
0,2517,9,9,4.0
0,97,3,10,4.0
0,2876,5,0,4.0
0,1475,9,4,4.0
1,4136,6,1,4.0
0,2402,11,3,4.0
0,3750,2,0,4.0
0,813,2,19,4.0
0,4354,7,17,4.0
0,2321,2,15,1.0
0,742,1,5,4.0
0,3529,0,10,3.0
0,128,6,14,4.0
0,991,7,5,4.0
0,3142,7,10,4.0
0,387,0,0,4.0
0,2015,8,0,4.0
0,932,1,8,4.0
0,2533,7,15,4.0
0,1922,2,2,4.0
0,2075,7,11,4.0
0,888,1,19,4.0
0,3113,0,10,4.0
0,2261,6,0,4.0
0,2037,5,9,4.0
0,2592,4,9,4.0
0,3866,9,7,4.0
0,397,7,0,4.0
0,1845,8,15,4.0
0,3649,10,5,4.0
0,827,0,6,4.0
0,4440,8,16,4.0
0,2206,7,4,4.0
0,2123,5,6,4.0
0,3379,5,7,4.0
0,2850,2,2,4.0
1,609,4,1,4.0
0,4335,10,9,4.0
0,1107,1,8,4.0
0,180,8,13,5.0
0,2893,3,0,4.0
0,709,8,12,4.0
0,527,5,19,4.0
0,3052,2,9,1.0
0,421,9,8,4.0
1,1252,3,1,4.0
0,989,7,3,4.0
0,4372,0,2,4.0
0,4039,7,7,4.0
0,3079,1,11,4.0
0,1260,8,19,4.0
0,2410,0,0,4.0
0,1002,7,8,4.0
0,3367,4,11,4.0
0,43,1,19,4.0
0,592,0,0,4.0
0,308,0,11,4.0
0,187,10,5,4.0
0,3209,0,3,4.0
0,3104,6,10,4.0
0,1453,0,5,4.0
0,1491,2,19,4.0
0,2155,8,9,4.0
0,3960,5,2,4.0
0,3559,1,8,4.0
0,2443,8,5,4.0
0,2881,1,4,4.0
0,2467,7,13,4.0
0,3010,5,6,4.0
0,891,5,18,4.0
0,537,4,2,3.0
0,3661,10,17,4.0
1,3883,5,13,4.0
0,2291,7,0,4.0
0,2562,5,5,4.0
0,3763,7,19,4.0
0,590,2,8,4.0
0,4276,7,10,4.0
0,1611,7,2,4.0
0,3409,5,3,4.0
0,3045,4,11,4.0
0,3349,5,0,4.0
0,1358,9,12,4.0
0,16,0,8,4.0
0,3456,5,14,4.0
0,2932,4,3,4.0
0,2424,0,8,4.0
0,2611,7,0,4.0
0,775,0,6,3.0
0,2533,2,10,4.0
0,4452,0,18,4.0
0,2398,2,0,4.0
0,1688,5,7,4.0
0,2931,6,3,4.0
0,2745,8,15,4.0
0,3682,4,16,4.0
0,1072,9,10,4.0
0,3417,0,8,4.0
0,2595,7,7,4.0
1,202,6,8,4.0
0,3508,8,15,4.0
1,893,11,13,4.0
0,1859,11,15,4.0
0,2251,0,0,4.0
0,3439,10,11,4.0
0,1456,8,5,4.0
0,1010,7,6,4.0
0,2967,0,18,4.0
0,1929,9,18,4.0
0,2596,5,14,4.0
0,1555,1,6,4.0
0,3475,7,12,4.0
0,233,7,9,4.0
0,143,8,1,4.0
0,1742,2,5,4.0
0,764,1,10,4.0
0,2056,0,14,4.0
0,1276,7,17,4.0
0,2894,6,7,4.0
0,674,0,19,4.0
0,439,6,9,5.0
0,3597,7,9,4.0
0,4579,3,15,4.0
0,1120,2,6,4.0
0,4060,0,2,4.0
0,3539,0,16,3.0
0,2974,6,8,4.0
0,1849,4,17,4.0
0,1021,1,4,4.0
0,4198,2,16,4.0
0,3995,7,8,4.0
0,2151,5,5,4.0
0,962,7,19,4.0
0,1312,9,17,4.0
0,4498,4,9,4.0
0,1691,9,7,4.0
0,4066,8,18,4.0
0,3111,9,10,4.0
0,4014,6,8,4.0
0,3541,2,0,4.0
0,1075,2,6,4.0
0,2233,6,8,4.0
0,4029,10,2,4.0
0,2291,5,0,4.0
0,2677,7,12,5.0
0,3659,1,7,4.0
0,3666,7,17,4.0
0,3336,9,11,4.0
0,973,10,9,4.0
0,2307,1,10,4.0
0,2476,7,7,4.0
0,4095,2,3,4.0
0,4211,9,1,4.0
1,637,4,0,4.0
0,2002,4,10,4.0
0,3114,11,10,3.0
0,2850,7,2,4.0
0,29,11,19,4.0
0,3912,9,11,4.0
0,952,8,16,4.0
0,822,6,3,4.0
0,2660,4,14,4.0
0,189,7,12,4.0
0,4122,5,16,4.0
0,2625,4,5,4.0
0,1690,0,0,4.0
0,1517,6,14,4.0
0,1248,0,15,4.0
0,909,7,4,4.0
0,1090,6,1,3.0
0,2153,0,19,4.0
0,449,11,4,4.0
0,3370,8,5,4.0
0,119,11,17,4.0
0,2934,4,11,4.0
0,2207,2,19,4.0
0,3443,2,8,4.0
0,1307,4,6,3.0
0,3397,1,5,4.0
0,3352,7,17,4.0
0,3816,6,10,4.0
0,1227,8,4,4.0
0,145,4,7,4.0
0,1990,11,11,4.0
0,1816,5,0,4.0
0,965,5,15,4.0
0,3737,0,12,4.0
0,128,5,14,4.0
0,2463,0,12,3.0
0,2744,2,2,3.0
0,3286,4,11,4.0
0,688,8,3,4.0
0,2407,0,7,4.0
0,1085,5,9,4.0
0,1990,9,11,4.0
0,481,9,17,4.0
0,488,4,10,4.0
0,359,8,14,4.0
0,1691,0,7,4.0
0,3965,7,2,4.0
0,948,5,2,4.0
0,470,4,9,4.0
0,1600,10,19,4.0
0,2724,4,12,4.0
