explicit,artists,key,genre,time_signature
0,3628,11,14,4.0
0,583,2,19,4.0
0,3370,1,5,4.0
0,2792,9,6,3.0
0,2219,7,3,4.0
1,1305,6,13,4.0
0,2056,7,14,4.0
0,1195,8,19,4.0
0,2729,0,19,4.0
0,2398,0,0,4.0
0,2898,7,18,4.0
0,1875,0,16,4.0
0,3404,11,4,4.0
0,3956,4,2,4.0
0,1447,2,6,4.0
0,1423,8,14,4.0
0,787,7,7,4.0
0,981,2,17,4.0
0,3236,1,5,4.0
0,4259,1,7,4.0
0,3816,1,10,4.0
0,1812,2,16,4.0
0,3802,8,14,4.0
0,3286,0,11,4.0
0,1933,2,6,4.0
0,4384,2,2,4.0
0,3488,5,10,4.0
0,1555,2,6,3.0
0,4403,1,17,4.0
0,3543,7,18,4.0
0,4432,0,9,4.0
0,1220,5,15,4.0
0,1711,4,19,4.0
0,3296,2,3,4.0
0,1979,6,18,4.0
0,454,4,0,4.0
0,3288,8,6,4.0
0,929,9,5,4.0
0,1423,0,14,4.0
0,234,1,12,4.0
0,176,5,2,4.0
0,2056,5,14,4.0
1,1306,4,17,4.0
0,3080,4,1,4.0
0,1482,0,4,4.0
0,4489,2,18,4.0
1,517,8,7,4.0
0,3034,3,6,5.0
0,2596,1,14,4.0
0,4509,2,18,4.0
0,2139,0,5,4.0
0,3286,9,11,4.0
0,1909,2,15,4.0
0,744,0,0,4.0
0,3559,1,8,4.0
0,2775,2,14,4.0
0,2919,7,7,4.0
0,3397,1,5,4.0
0,3934,0,4,4.0
0,3215,10,4,4.0
0,1731,2,8,4.0
0,3781,11,5,4.0
0,2937,4,3,4.0
0,745,8,7,4.0
0,848,0,0,4.0
0,996,7,8,4.0
0,3842,8,10,4.0
0,2650,10,1,1.0
0,926,10,19,4.0
0,3287,7,6,4.0
0,749,2,6,4.0
0,2194,5,2,4.0
0,2574,9,16,4.0
0,4132,2,12,4.0
0,3889,2,9,1.0
0,1805,7,15,4.0
1,3554,9,11,4.0
0,501,8,14,4.0
0,423,0,4,4.0
0,1481,10,4,4.0
0,854,4,17,4.0
0,2351,1,17,4.0
0,2625,2,5,4.0
0,2537,1,8,4.0
0,3707,7,17,4.0
0,2368,4,10,4.0
0,854,7,17,4.0
0,4483,8,13,4.0
0,3287,2,6,4.0
0,1626,5,11,4.0
0,4066,1,18,4.0
0,4089,2,11,4.0
0,3937,4,6,1.0
0,3286,10,11,4.0
0,1749,6,7,4.0
0,366,3,15,4.0
0,2549,6,5,4.0
0,909,11,4,4.0
0,200,9,7,4.0
0,587,2,17,4.0
0,3763,4,19,4.0
1,2435,2,11,4.0
0,3928,0,4,4.0
0,2044,9,2,4.0
0,2894,2,7,4.0
0,3295,2,7,4.0
0,3384,9,6,4.0
0,4420,7,9,4.0
0,4494,0,18,4.0
0,4155,5,19,4.0
0,392,7,0,4.0
0,1549,0,19,4.0
0,2155,10,9,4.0
0,297,7,10,4.0
0,3249,0,17,3.0
0,1651,5,11,4.0
0,823,1,12,4.0
0,3468,5,14,4.0
0,3287,0,6,4.0
0,2176,9,15,4.0
0,3144,0,10,4.0
0,1649,4,15,4.0
0,208,6,17,4.0
0,2552,0,5,4.0
0,3956,9,2,4.0
0,973,1,9,4.0
0,4444,2,7,4.0
0,3468,6,14,4.0
0,1826,6,13,4.0
0,3386,0,12,4.0
0,3995,7,8,4.0
1,2103,4,1,4.0
0,2649,2,17,4.0
0,2592,7,9,4.0
0,790,2,8,4.0
0,3529,4,10,4.0
0,4025,10,2,4.0
0,4514,2,17,4.0
0,1729,6,1,4.0
1,4083,6,13,4.0
0,3875,8,9,4.0
0,336,11,10,4.0
0,2004,1,10,4.0
0,960,6,1,4.0
0,681,2,18,4.0
0,1001,9,8,4.0
0,2716,0,9,3.0
0,3479,2,12,3.0
0,3287,5,6,4.0
0,2122,0,6,4.0
0,2304,7,17,4.0
0,1563,7,15,4.0
0,329,7,4,4.0
0,36,8,4,4.0
0,1504,8,4,4.0
0,3404,11,4,4.0
0,1406,1,5,4.0
1,299,9,8,4.0
0,1755,8,19,4.0
0,2944,5,10,4.0
0,4578,4,15,4.0
0,1052,7,14,4.0
0,3147,11,10,4.0
0,4506,2,18,4.0
0,4236,0,3,4.0
0,141,1,5,4.0
0,1182,8,19,4.0
0,580,9,2,4.0
0,4570,7,15,3.0
0,1798,4,2,4.0
0,3494,10,10,4.0
0,1402,8,4,4.0
0,960,4,1,4.0
0,2283,6,9,4.0
0,1035,10,1,4.0
0,4025,10,2,4.0
0,1265,0,12,4.0
0,1707,2,2,4.0
0,2182,7,0,4.0
0,1062,6,7,4.0
0,1844,7,6,4.0
0,3088,9,19,4.0
0,722,0,13,5.0
0,1296,0,15,4.0
0,1633,10,8,4.0
0,810,1,11,4.0
0,1961,6,5,4.0
0,1192,9,17,4.0
1,4108,4,1,4.0
0,3614,1,17,4.0
0,4460,10,18,4.0
0,3286,9,11,4.0
0,1581,7,7,4.0
0,3983,9,2,4.0
0,3559,7,8,4.0
0,109,9,1,4.0
0,1418,2,7,4.0
0,923,11,8,4.0
0,2590,4,10,4.0
0,2138,5,6,3.0
0,3287,2,6,4.0
0,3960,4,2,4.0
0,936,7,13,4.0
0,2447,0,5,4.0
0,1912,1,5,4.0
0,1573,5,0,4.0
0,1840,5,5,4.0
0,1445,9,10,4.0
0,1823,7,17,4.0
0,32,10,15,4.0
0,1421,5,4,4.0
0,815,2,9,4.0
0,502,6,14,4.0
0,343,7,7,4.0
0,2342,9,17,4.0
0,4139,8,2,4.0
0,1585,4,11,4.0
0,2625,6,5,4.0
0,4411,6,3,4.0
0,4070,7,5,4.0
0,2611,7,0,4.0
0,644,0,6,3.0
0,3530,4,10,4.0
0,3215,6,4,4.0
0,4012,0,2,3.0
0,4012,2,2,3.0
0,2894,6,7,4.0
0,4406,5,6,4.0
0,16,0,8,4.0
0,1183,0,19,4.0
0,1836,10,19,4.0
0,3287,8,6,4.0
0,780,4,6,4.0
0,4096,0,4,4.0
0,3286,8,11,4.0
0,2171,7,17,4.0
0,1367,5,15,4.0
0,1241,4,7,4.0
0,3127,2,10,4.0
0,909,1,4,4.0
0,2032,7,2,4.0
0,2649,0,17,4.0
0,3543,7,18,4.0
0,3438,8,15,4.0
0,3305,9,7,4.0
0,3900,8,15,4.0
0,193,8,13,4.0
0,3995,6,8,4.0
0,1099,6,9,4.0
0,3762,0,19,4.0
0,1135,11,11,4.0
0,1870,0,17,4.0
0,1453,6,5,4.0
0,3131,11,10,4.0
0,2914,3,14,4.0
0,233,5,9,4.0
0,2038,4,9,4.0
0,30,2,19,4.0
0,742,1,5,4.0
0,290,5,3,4.0
0,2677,1,12,5.0
0,2052,8,9,4.0
0,3419,2,1,4.0
0,1748,0,12,4.0
1,3098,2,9,4.0
0,4251,7,6,4.0
0,3708,6,19,4.0
1,463,1,1,4.0
0,1009,9,12,4.0
0,2225,7,17,4.0
0,3538,4,2,4.0
0,1826,7,13,4.0
0,4162,1,4,4.0
0,4437,6,9,4.0
0,218,4,3,4.0
0,3466,8,14,4.0
0,1220,2,15,4.0
0,3710,0,19,4.0
0,676,5,19,4.0
0,1644,2,6,4.0
0,2568,10,11,4.0
0,3543,5,18,4.0
0,3117,0,10,4.0
0,3404,1,4,4.0
0,3759,4,9,4.0
0,3973,0,0,4.0
0,3487,5,14,4.0
0,804,7,11,4.0
0,499,4,1,4.0
0,1358,4,12,4.0
0,474,7,17,4.0
0,258,1,10,4.0
0,2196,2,14,4.0
0,1708,11,2,4.0
0,2764,5,11,4.0
0,4323,11,15,4.0
0,2486,8,18,4.0
0,229,1,15,4.0
0,3555,4,17,4.0
0,876,8,17,4.0
1,1355,11,5,4.0
0,2517,4,9,4.0
0,2002,8,10,4.0
0,3244,0,11,4.0
0,21,11,10,4.0
0,4066,1,18,4.0
0,1391,2,9,4.0
0,4368,3,15,4.0
0,3924,9,0,4.0
0,3659,10,7,4.0
0,2727,11,19,4.0
0,1175,7,4,4.0
0,848,0,3,4.0
0,1749,11,7,4.0
0,3458,5,15,4.0
0,2995,1,7,4.0
1,300,10,8,4.0
0,3413,0,1,4.0
1,1806,7,15,4.0
1,1753,11,8,4.0
0,3700,7,12,3.0
0,3697,10,15,4.0
1,3940,11,4,4.0
0,446,10,18,4.0
0,1859,2,15,4.0
0,4149,10,9,4.0
0,4220,2,7,4.0
0,165,6,19,4.0
0,1104,7,8,4.0
0,3437,7,3,4.0
0,3438,0,15,4.0
0,2030,8,3,4.0
0,714,9,12,4.0
0,1412,4,17,4.0
0,308,7,11,4.0
0,3737,0,12,4.0
0,4376,6,10,4.0
0,1377,0,5,4.0
1,2653,7,14,4.0
0,3441,1,8,4.0
0,104,2,11,4.0
0,529,0,11,4.0
0,3995,10,8,4.0
0,4540,1,14,4.0
0,540,3,13,3.0
0,3724,11,11,4.0
1,2730,2,8,4.0
0,2291,11,0,4.0
0,80,2,19,4.0
0,768,6,15,4.0
0,4074,10,14,4.0
0,704,7,1,4.0
0,2914,1,14,4.0
0,2698,4,6,3.0
0,3711,9,19,4.0
0,198,10,19,4.0
0,3628,9,14,4.0
0,1924,11,15,4.0
0,478,1,17,3.0
0,3712,9,0,4.0
0,64,6,5,4.0
0,259,2,10,4.0
0,18,11,11,4.0
0,3839,2,14,4.0
0,1412,6,17,4.0
0,966,0,2,4.0
0,1193,0,18,4.0
0,2599,7,17,4.0
0,3577,11,9,4.0
1,1729,1,1,4.0
0,1859,0,15,4.0
0,1331,8,6,4.0
0,3042,7,6,4.0
0,890,6,16,4.0
0,3063,1,4,4.0
0,2080,7,11,4.0
1,2145,0,1,4.0
0,1141,11,2,4.0
1,1252,2,1,4.0
0,545,0,2,4.0
0,1659,1,7,4.0
0,1805,4,15,4.0
0,1777,10,12,4.0
0,1360,4,5,4.0
0,1942,7,0,4.0
0,1554,9,0,4.0
0,2909,2,4,4.0
0,3618,11,10,4.0
0,2498,10,15,4.0
0,3273,5,2,4.0
0,911,10,4,4.0
0,2930,6,3,4.0
0,805,7,18,4.0
0,701,2,11,4.0
0,848,5,0,4.0
0,607,0,2,4.0
0,304,7,12,4.0
0,1135,4,11,4.0
0,3443,6,8,4.0
1,2162,6,1,4.0
0,1611,4,2,4.0
0,1711,6,19,4.0
0,3559,1,8,4.0
0,3451,7,6,5.0
0,805,11,18,4.0
0,923,11,8,4.0
0,2982,8,5,4.0
0,2596,9,14,4.0
0,2032,1,2,4.0
0,3651,7,6,3.0
0,575,2,7,4.0
0,2181,7,4,4.0
0,1825,5,17,4.0
0,1579,10,5,4.0
0,503,9,3,4.0
0,1659,9,7,4.0
0,3791,11,9,4.0
0,3421,5,5,4.0
0,1255,8,17,4.0
0,3353,3,10,4.0
0,4234,11,0,4.0
0,2219,7,3,5.0
0,675,5,19,4.0
0,2052,7,9,4.0
1,1174,11,4,4.0
0,3866,8,7,4.0
0,4454,11,18,4.0
0,1622,10,13,4.0
0,812,2,4,4.0
0,46,0,14,4.0
0,2276,0,11,4.0
0,3998,7,8,4.0
1,3897,1,12,4.0
0,665,2,17,3.0
0,1718,5,0,4.0
0,2775,4,14,4.0
0,3699,7,17,4.0
0,2796,11,8,4.0
0,3223,9,18,4.0
0,1859,7,15,4.0
0,4258,10,0,4.0
0,667,2,6,4.0
0,566,5,19,4.0
0,191,11,3,4.0
0,2084,6,17,4.0
0,1555,7,6,4.0
0,2594,6,18,4.0
0,2208,8,19,4.0
0,1578,7,19,3.0
0,3407,7,2,4.0
0,2612,3,1,4.0
0,1110,10,19,4.0
0,3928,1,4,4.0
0,3633,2,13,4.0
0,2720,0,19,4.0
0,2614,5,3,4.0
0,2096,7,13,4.0
0,426,1,4,4.0
0,812,0,4,4.0
0,3286,10,11,4.0
0,1477,9,4,4.0
0,644,9,6,4.0
0,1636,11,8,4.0
0,3795,8,11,4.0
0,2949,0,8,4.0
0,3755,9,15,4.0
0,551,1,9,3.0
0,2352,5,9,4.0
1,963,4,1,4.0
0,1729,11,1,4.0
0,423,11,4,4.0
0,1529,4,3,4.0
0,2355,5,19,4.0
0,1955,8,7,4.0
0,1416,8,2,4.0
0,2538,0,6,4.0
0,2373,10,13,4.0
0,2581,0,6,4.0
0,3360,9,10,4.0
0,3144,2,10,4.0
0,3421,3,5,4.0
0,702,6,11,4.0
0,575,0,7,4.0
0,3175,0,10,4.0
0,2844,0,9,4.0
0,3359,1,10,4.0
0,3831,11,15,4.0
0,1367,10,15,3.0
0,719,7,2,4.0
0,4420,0,9,4.0
0,4296,8,15,4.0
0,1494,1,12,4.0
0,905,7,13,4.0
0,1454,6,5,4.0
0,4272,4,3,4.0
0,2585,8,19,4.0
0,10,4,3,4.0
0,3240,1,14,4.0
0,696,0,0,4.0
0,1906,2,17,4.0
0,3060,9,18,4.0
0,2204,7,8,4.0
0,468,10,9,4.0
0,944,7,11,4.0
0,701,1,11,4.0
0,764,10,7,4.0
0,2569,4,3,4.0
0,149,1,17,4.0
0,1423,0,14,4.0
0,4298,6,1,4.0
0,3386,11,12,3.0
0,185,0,18,4.0
0,1859,7,15,4.0
0,1188,1,11,4.0
0,1359,2,17,4.0
0,3583,7,14,3.0
0,1282,5,19,4.0
0,3013,5,14,4.0
0,3760,10,19,4.0
0,2396,6,10,4.0
0,4260,0,18,4.0
0,2700,8,5,4.0
0,1494,5,12,3.0
0,1618,2,7,4.0
0,579,4,18,4.0
0,3659,11,7,4.0
0,2768,11,7,4.0
0,1678,10,0,4.0
0,3286,9,11,4.0
0,1783,6,9,4.0
0,3866,4,7,4.0
0,2819,7,14,4.0
0,4288,3,18,3.0
0,1852,1,10,4.0
0,2571,7,4,3.0
0,3094,5,10,4.0
0,974,11,4,4.0
0,1358,7,12,4.0
0,4274,2,19,4.0
0,1372,0,15,4.0
0,501,6,14,4.0
0,2161,9,9,4.0
0,3559,8,19,4.0
0,2625,8,5,4.0
0,960,8,1,4.0
0,2145,0,1,1.0
0,1979,5,18,4.0
0,803,0,6,3.0
0,1979,4,18,5.0
0,4574,2,15,4.0
0,3583,7,14,4.0
1,1399,6,13,4.0
0,1676,4,7,4.0
0,2747,0,8,4.0
0,1112,6,2,4.0
0,2899,8,19,4.0
0,1979,11,18,3.0
0,2677,6,12,3.0
0,4284,9,11,4.0
0,2387,11,17,4.0
0,1789,11,1,4.0
0,3247,9,18,4.0
1,2974,8,8,4.0
0,2894,6,7,4.0
0,3705,0,7,4.0
0,3985,0,8,4.0
0,2850,7,2,4.0
0,3584,0,14,4.0
0,656,2,3,4.0
0,2056,2,14,4.0
0,1571,0,18,4.0
0,1475,4,4,4.0
0,3052,2,9,4.0
1,4396,0,7,4.0
0,619,6,17,4.0
0,1979,0,18,1.0
0,831,9,19,4.0
0,2748,2,19,4.0
0,3159,6,10,4.0
0,3403,10,15,4.0
0,346,10,16,4.0
0,4144,0,18,4.0
0,4424,6,9,4.0
0,3451,0,6,3.0
0,1405,6,8,4.0
0,2890,8,11,4.0
0,3430,4,10,1.0
0,3052,7,9,4.0
0,2536,2,6,4.0
0,3952,6,6,4.0
0,561,0,7,4.0
0,1842,7,3,4.0
0,1324,9,6,4.0
0,2526,6,8,4.0
0,2517,2,9,4.0
0,1984,4,8,4.0
0,2496,7,7,4.0
0,848,5,0,4.0
0,4119,9,16,3.0
0,213,5,1,3.0
0,2850,9,2,4.0
0,2161,7,9,4.0
0,2410,7,0,4.0
0,2285,0,2,4.0
0,3989,7,4,4.0
0,3286,7,11,4.0
0,3111,2,10,4.0
0,4460,11,18,5.0
0,2053,3,7,4.0
1,4434,11,5,4.0
0,499,7,1,4.0
0,2070,2,6,4.0
0,2155,5,9,4.0
0,3397,9,5,4.0
0,2161,11,9,4.0
0,2027,11,4,4.0
0,605,6,13,4.0
0,474,0,17,3.0
0,4289,8,1,4.0
0,3094,6,10,4.0
0,432,9,4,4.0
0,2744,7,2,4.0
0,1658,2,6,4.0
0,221,0,8,4.0
0,611,6,1,4.0
0,3582,4,17,4.0
0,1986,0,19,4.0
0,904,9,13,4.0
0,653,4,7,4.0
0,3904,2,10,4.0
0,2635,4,11,4.0
0,1729,1,1,4.0
0,4489,4,18,4.0
0,3167,2,10,4.0
0,4150,8,11,4.0
0,3989,8,4,4.0
0,1124,9,1,4.0
0,3791,1,9,4.0
0,4511,6,9,3.0
0,2365,1,10,4.0
0,3484,9,18,4.0
0,4575,2,15,4.0
0,2376,10,17,4.0
0,1613,6,1,4.0
0,866,9,19,4.0
0,1963,11,19,4.0
0,2685,5,7,4.0
0,683,2,6,4.0
0,31,7,15,4.0
0,678,1,9,3.0
0,754,4,14,4.0
0,2919,2,7,4.0
0,1726,3,4,3.0
0,3437,1,3,4.0
0,3370,4,5,4.0
1,4087,7,8,4.0
0,668,10,6,4.0
0,3928,5,4,4.0
0,3559,11,8,4.0
0,4396,11,7,4.0
0,1154,1,4,4.0
0,3229,4,13,4.0
0,402,11,2,4.0
0,502,2,14,4.0
0,3674,8,11,4.0
0,4493,9,18,4.0
0,1643,10,10,3.0
0,2441,8,5,4.0
0,384,0,0,4.0
0,2975,7,8,4.0
0,2596,1,14,4.0
0,1660,8,17,4.0
0,4479,8,18,4.0
0,614,7,11,3.0
0,33,0,15,4.0
0,292,7,5,3.0
0,2310,11,17,4.0
0,221,0,8,4.0
0,847,2,6,4.0
0,1506,0,8,4.0
0,1965,9,7,4.0
0,3991,1,4,4.0
0,4256,2,12,4.0
0,2431,11,17,4.0
0,1729,10,1,3.0
0,4028,0,6,3.0
0,4552,7,15,4.0
0,3421,9,5,4.0
0,1066,1,1,4.0
0,4038,5,0,4.0
0,2834,9,9,4.0
0,447,5,18,4.0
0,3512,4,1,4.0
0,4454,0,18,3.0
0,1763,9,1,3.0
0,3245,1,4,4.0
0,3314,11,18,4.0
0,562,1,7,4.0
0,714,6,12,3.0
0,3144,9,10,4.0
0,1338,2,15,4.0
0,2357,8,14,4.0
0,3050,9,10,4.0
0,1862,11,10,4.0
0,2091,8,8,4.0
0,1558,5,5,4.0
0,1628,9,2,4.0
0,1062,8,7,4.0
0,1816,11,0,4.0
0,987,10,15,4.0
0,4266,5,2,4.0
0,3543,0,18,4.0
0,2677,10,12,4.0
0,3955,8,4,4.0
0,3481,10,12,4.0
0,2925,7,17,4.0
0,3865,0,6,4.0
0,1967,2,0,3.0
0,870,4,17,4.0
0,4156,9,2,3.0
0,82,6,11,4.0
0,1543,10,12,4.0
0,1130,10,19,4.0
0,3538,5,2,4.0
0,376,0,5,4.0
0,1325,10,8,4.0
0,3723,5,12,4.0
0,2788,7,0,4.0
0,2319,2,18,4.0
0,1792,9,17,4.0
0,3559,5,8,4.0
0,2388,8,19,4.0
0,1606,11,10,4.0
0,3656,5,10,4.0
0,3857,7,15,4.0
0,556,11,10,4.0
0,869,6,9,4.0
0,2015,8,12,4.0
0,2503,2,17,4.0
0,1068,0,1,4.0
0,4236,7,3,4.0
0,1788,5,7,4.0
0,891,9,18,4.0
0,4187,5,19,4.0
0,2772,11,15,4.0
0,1220,0,15,4.0
0,2881,9,4,4.0
0,318,8,6,4.0
0,3965,0,2,4.0
0,2332,11,9,4.0
0,2802,2,17,4.0
0,600,11,13,5.0
0,3647,9,18,4.0
0,4519,11,13,4.0
0,1926,1,15,4.0
0,2502,0,14,4.0
0,1459,11,5,4.0
0,3029,5,14,4.0
0,3928,10,4,4.0
0,46,7,14,4.0
0,1207,7,14,4.0
0,987,1,15,4.0
0,1805,0,15,4.0
0,2524,9,0,4.0
0,3995,11,8,4.0
0,3914,11,2,4.0
0,4466,5,16,5.0
0,2577,2,18,4.0
0,1506,0,8,4.0
0,2175,0,17,4.0
0,2954,9,8,4.0
0,1176,11,4,4.0
0,124,4,0,4.0
1,1401,4,8,4.0
0,3286,7,11,4.0
0,46,3,14,4.0
0,2995,1,7,4.0
0,3087,0,1,4.0
0,534,6,11,4.0
0,34,1,10,4.0
0,529,9,11,4.0
0,4012,9,2,4.0
0,170,10,12,4.0
0,3543,7,18,4.0
0,3333,1,15,4.0
0,1744,1,17,4.0
0,1791,2,10,1.0
0,1024,1,4,4.0
0,3543,1,18,4.0
0,153,0,7,4.0
0,4256,2,12,4.0
0,251,7,17,4.0
0,3184,1,10,4.0
