duration_ms,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,n_beats,genre
12.540492778025255,9.212338374638856,9.210409569581973,9.21041996880827,9.20980112660953,9.210342951972855,9.210358771806904,9.210340374596182,9.210375671353152,9.210414069260471,9.221477424139565,9.258177701390343,14
12.283339195549265,9.212338374638856,9.210413769282535,9.210381471131601,9.209441568173034,9.210342901972982,9.210405969824597,9.21034044947618,9.210349611933495,9.210393570561113,9.219362450354119,9.24048152888817,0
12.482286711040832,9.213136459278184,9.210403569979146,9.210421768663382,9.209698265870173,9.210344201968848,9.210341381975672,9.210340371976184,9.210361771747205,9.210376271331793,9.22291330041591,9.26188863385676,17
11.751619478672737,9.213236175088209,9.210406969758502,9.210405769837696,9.209577380972563,9.210345341963832,9.210423368531874,9.210426768243918,9.210351371915683,9.210406869765157,9.217710644666623,9.224539091375995,18
12.9895174640709,9.211839248099919,9.210407369731783,9.210431667808592,9.209676851895413,9.210344901965922,9.21034311197243,9.210428968051435,9.210350471925178,9.210363471709382,9.223357085777003,9.299266581170585,4
12.20005457320461,9.215825302206753,9.210392070639784,9.210433667624008,9.209941492434314,9.210347151953199,9.210362571729766,9.210340372227183,9.21038837082422,9.210403369991766,9.228191095547118,9.265301930050157,7
12.051241734398051,9.21064032698518,9.210418368934342,9.210393370571733,9.209332464207757,9.210356071852939,9.210401170127938,9.210342251974415,9.21035627184978,9.210372971444814,9.222478308274763,9.242226560838505,9
12.72039215855042,9.2140335438138,9.21038667090437,9.210377371291699,9.209306537753697,9.210344561967405,9.210414269245712,9.210366171643368,9.210348331944502,9.210356371848183,9.218307648767817,9.251770181739323,15
12.454025875752958,9.212238569259263,9.210411669434459,9.210422868573245,9.209796223954498,9.210343721970572,9.21035507186814,9.210340466976179,9.210361571751466,9.210408369664288,9.220294663217548,9.250426095515468,0
12.799084524084025,9.211140052146748,9.210426068304148,9.210414669216075,9.209933989413974,9.210355171866663,9.210340445876179,9.210425168380866,9.210349961930199,9.210379171223483,9.223356296122581,9.284334051884509,5
12.412110728941444,9.215725844252521,9.210391270680821,9.210400570164236,9.20970947300127,9.210343011972698,9.210375471360193,9.210340371976184,9.210346501957394,9.21035907180134,9.219498012495743,9.244935016740682,15
12.448548125143876,9.210340371976184,9.210400970140077,9.21037017153217,9.209207130100097,9.210343561971095,9.210410469519292,9.210340372182182,9.210353371891683,9.210357771824805,9.22216093305604,9.256173788319355,2
12.595631923954562,9.21522840604896,9.210400670158212,9.21037017153217,9.209163579827834,9.21034315197232,9.210414669216075,9.210340372838182,9.210367071619745,9.21037017153217,9.223260644618547,9.269646477873591,15
12.296338304927465,9.21642184229205,9.210395770441659,9.210430367926426,9.209974905201335,9.210344031969484,9.21034075397611,9.210340372802182,9.210353671887738,9.21039727035744,9.224245545387177,9.256651274839433,17
12.675966893794028,9.212238569259263,9.210362771725306,9.210429468007014,9.209914181169781,9.210345351963783,9.210340372283182,9.210417069034888,9.210357971821304,9.210362671727541,9.225540266066051,9.28461261635077,1
12.565015515778754,9.211140052146748,9.210409769568114,9.210435467454465,9.209951896529367,9.210348041946768,9.21034052897617,9.210340372176184,9.210351571913463,9.210379271219598,9.224644577284113,9.27284557732758,4
12.775010561382905,9.214730720277476,9.210401270121853,9.21040546985727,9.208909348550401,9.210344561967405,9.210391270680821,9.210424068473532,9.210351071918938,9.21035987178606,9.222467934898932,9.276689752517717,9
12.70805932062896,9.21602418844448,9.210384970981632,9.210392470619025,9.209659740399053,9.210343881970022,9.210367171617069,9.210340371976184,9.210376571320978,9.210352971896803,9.223056873449309,9.275003885301905,15
12.230765258120545,9.215029361462314,9.210405369863775,9.210376471324594,9.209278408292304,9.210343651970804,9.210412569369888,9.210340371976184,9.210350071929138,9.210394370518236,9.223536814641543,9.251578279992428,3
12.548793177973486,9.210340371976184,9.210401870085136,9.210423568515255,9.20930773899422,9.210343371971684,9.210349931930486,9.210417768980957,9.210370371526192,9.210429967962343,9.223671713439277,9.26823185039196,9
12.701905436371653,9.213834261230438,9.210391870650103,9.21042576832981,9.209702668686655,9.21034431196842,9.210342931972907,9.210340394976182,9.210350371926182,9.21036917156147,9.220632030708975,9.26188863385676,12
12.22397641230776,9.212038928611765,9.210406369798278,9.210436267378071,9.21000711645273,9.210350671923138,9.210342251974415,9.210340372314183,9.210342521973871,9.210399270241647,9.223551716573262,9.251098364448351,14
12.391634779311525,9.21492982430999,9.210409369595792,9.21039217063461,9.209732487251696,9.210344591967278,9.210379771200023,9.210340371976184,9.210354371878184,9.210394770496556,9.224237458587812,9.261698664251325,17
12.32414897150608,9.210340371976184,9.210418768903063,9.21042226862256,9.209571076144009,9.210345511962974,9.210340732976118,9.210410569512279,9.210347411951401,9.210388170833799,9.222181686070268,9.25167423546916,5
12.749750670806229,9.214232786691527,9.210386170927395,9.210432567726023,9.209968702915793,9.210349051938511,9.210341471975578,9.210340373116182,9.210354471876778,9.21038067116416,9.22292199042902,9.275097619191461,17
12.2451635425654,9.21453157659465,9.210406169811458,9.210436967310704,9.209926886502846,9.210354071882339,9.210372371464194,9.210340371976184,9.210351271916778,9.210412769355429,9.227218531102439,9.263691547473178,7
12.480061390849952,9.21253795551967,9.210388170833799,9.21041996880827,9.20959199200974,9.210343401971592,9.210340710976125,9.210340371976184,9.210362971720807,9.21040007019421,9.225926770517264,9.273221270015384,14
12.600523990875173,9.212038928611765,9.210383471047404,9.210425168380866,9.209455780840784,9.210344711966766,9.210340373586183,9.21042836810441,9.210355771857603,9.210346171959364,9.22910658002249,9.29697667863573,8
12.802708925709275,9.212038928611765,9.210380571168184,9.210416869050206,9.210002414875115,9.210343361971713,9.210345771961602,9.210340371976184,9.210345681962085,9.210367071619745,9.226999731043371,9.302646042760209,14
12.733557726711211,9.215526898663482,9.210364971673608,9.210391370675726,9.209676451629836,9.210343971969703,9.210341170975864,9.210340376546183,9.210372871448069,9.210350471925178,9.226205354955745,9.294313805752362,10
12.29798159315108,9.212438170058329,9.210424268456775,9.210437667242845,9.209436163302705,9.210345811961385,9.210345351963783,9.210429967962343,9.21035887180506,9.2104190688795,9.224243079906495,9.256937657352966,13
