clustering type,value
hdbscan min_samples50,0.023281827641810596
hdbscan min_samples51,0.023274308954869618
hdbscan min_samples52,0.02326594689812185
hdbscan min_samples53,0.02325955950939024
hdbscan min_samples54,0.023238376116410987
hdbscan min_samples55,0.023266255134953326
hdbscan min_samples56,0.023264970214121047
hdbscan min_samples57,0.023261420119318994
hdbscan min_samples58,0.023271573538856255
hdbscan min_samples59,0.023308969022762756
hdbscan min_samples60,0.023329129241416884
hdbscan min_samples61,0.023294443132123144
hdbscan min_samples62,0.023486533414912254
hdbscan min_samples63,0.023551550890328267
hdbscan min_samples64,0.023526744473456866
hdbscan min_samples65,0.023481030926438898
hdbscan min_samples66,0.023448637101467322
hdbscan min_samples67,0.023493518103977776
hdbscan min_samples68,0.02347769928028024
hdbscan min_samples69,0.023460095400025006
hdbscan min_samples70,0.0234636944329292
hdbscan min_samples71,0.02341822351373986
hdbscan min_samples72,0.023420417762739672
hdbscan min_samples73,0.023664818293459275
hdbscan min_samples74,0.023624478467067014
hdbscan min_samples75,0.023581452909376487
hdbscan min_samples76,0.02356770088977951
hdbscan min_samples77,0.023558406128011057
hdbscan min_samples78,0.023378158756227563
hdbscan min_samples79,0.02334417438358139
hdbscan min_samples80,0.023309510192611592
hdbscan min_samples81,0.023257562772219242
hdbscan min_samples82,0.023187723977857205
hdbscan min_samples83,0.023267136403679646
hdbscan min_samples84,0.023249613579958087
hdbscan min_samples85,0.023214119972359684
hdbscan min_samples86,0.02318431141903725
hdbscan min_samples87,0.02320231920191724
hdbscan min_samples88,0.023166582618204704
hdbscan min_samples89,0.023112071032044528
hdbscan min_samples90,0.02309355685994891
hdbscan min_samples91,0.011075613569417572
hdbscan min_samples92,0.011075613569417572
hdbscan min_samples93,0.011075613569417572
hdbscan min_samples94,0.011075613569417572
hdbscan min_samples95,0.011075613569417572
hdbscan min_samples96,0.011075613569417572
hdbscan min_samples97,0.011075613569417572
hdbscan min_samples98,0.011075613569417572
hdbscan min_samples99,0.011075613569417572
hdbscan min_samples100,0.011530489093902394
hdbscan min_samples101,0.011530489093902394
hdbscan min_samples102,0.011530489093902394
hdbscan min_samples103,0.011530489093902394
hdbscan min_samples104,0.011530489093902394
hdbscan min_samples105,0.011530489093902394
hdbscan min_samples106,0.011530489093902394
hdbscan min_samples107,0.011530489093902394
hdbscan min_samples108,0.011530489093902394
hdbscan min_samples109,0.011530489093902394
hdbscan min_samples110,0.011530489093902394
hdbscan min_samples111,0.011530489093902394
hdbscan min_samples112,0.011530489093902394
hdbscan min_samples113,0.011530489093902394
hdbscan min_samples114,0.011530489093902394
hdbscan min_samples115,0.011530489093902394
hdbscan min_samples116,0.011530489093902394
hdbscan min_samples117,0.011530489093902394
hdbscan min_samples118,0.011530489093902394
hdbscan min_samples119,0.011530489093902394
hdbscan min_samples120,0.011530489093902394
hdbscan min_samples121,0.011530489093902394
hdbscan min_samples122,0.011530489093902394
hdbscan min_samples123,0.011530489093902394
hdbscan min_samples124,0.011530489093902394
hdbscan min_samples125,0.011530489093902394
hdbscan min_samples126,0.011530489093902394
hdbscan min_samples127,0.011530489093902394
hdbscan min_samples128,0.011530489093902394
hdbscan min_samples129,0.011530489093902394
hdbscan min_samples130,0.011530489093902394
hdbscan min_samples131,0.011530489093902394
hdbscan min_samples132,0.011530489093902394
hdbscan min_samples133,0.011530489093902394
hdbscan min_samples134,0.011530489093902394
hdbscan min_samples135,0.011530489093902394
hdbscan min_samples136,0.011530489093902394
hdbscan min_samples137,0.011530489093902394
hdbscan min_samples138,0.011530489093902394
hdbscan min_samples139,0.011530489093902394
hdbscan min_samples140,0.011530489093902394
hdbscan min_samples141,0.011530489093902394
hdbscan min_samples142,0.011530489093902394
hdbscan min_samples143,0.011530489093902394
hdbscan min_samples144,0.011530489093902394
hdbscan min_samples145,0.011530489093902394
hdbscan min_samples146,0.011530489093902394
hdbscan min_samples147,0.011530489093902394
hdbscan min_samples148,0.011530489093902394
hdbscan min_samples149,0.011530489093902394
hdbscan min_samples150,0.011530489093902394
hdbscan min_samples151,0.011530489093902394
hdbscan min_samples152,0.011530489093902394
hdbscan min_samples153,0.011530489093902394
hdbscan min_samples154,0.011530489093902394
hdbscan min_samples155,0.011530489093902394
hdbscan min_samples156,0.011530489093902394
hdbscan min_samples157,0.011530489093902394
hdbscan min_samples158,0.011530489093902394
hdbscan min_samples159,0.011530489093902394
hdbscan min_samples160,0.011530489093902394
hdbscan min_samples161,0.011530489093902394
hdbscan min_samples162,0.011530489093902394
hdbscan min_samples163,0.011530489093902394
hdbscan min_samples164,0.011530489093902394
hdbscan min_samples165,0.011530489093902394
hdbscan min_samples166,0.011530489093902394
hdbscan min_samples167,0.011530489093902394
hdbscan min_samples168,0.011530489093902394
hdbscan min_samples169,0.011530489093902394
hdbscan min_samples170,0.011530489093902394
hdbscan min_samples171,0.011530489093902394
hdbscan min_samples172,0.011530489093902394
hdbscan min_samples173,0.011530489093902394
hdbscan min_samples174,0.011530489093902394
hdbscan min_samples175,0.011530489093902394
hdbscan min_samples176,0.011530489093902394
hdbscan min_samples177,0.011530489093902394
hdbscan min_samples178,0.011530489093902394
hdbscan min_samples179,0.011530489093902394
hdbscan min_samples180,0.011530489093902394
hdbscan min_samples181,0.011530489093902394
hdbscan min_samples182,0.011530489093902394
hdbscan min_samples183,0.011530489093902394
hdbscan min_samples184,0.011530489093902394
hdbscan min_samples185,0.011530489093902394
hdbscan min_samples186,0.011530489093902394
hdbscan min_samples187,0.011530489093902394
hdbscan min_samples188,0.011530489093902394
