name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Listreaux Grackle Inc. (feat. Buddy Mv),138773.0,False,0.0,Leila Bela;Buddy Mv,Angra Manyu,0.567,0.555,2.0,-10.784,1.0,0.0446,0.541,0.462,0.0737,0.452,81.301,4.0
Fio de Pumo (Padê Onã),249960.0,False,43.0,Criolo;Juçara Marçal,Convoque Seu Buda,0.77,0.819,7.0,-6.487,1.0,0.0703,0.0191,0.0133,0.377,0.732,92.996,4.0
Lágrimas desordenadas,229309.0,False,66.0,Melendi,Lágrimas desordenadas,0.641,0.937,9.0,-3.52,1.0,0.0735,0.238,0.0,0.108,0.653,160.1,4.0
Based On A True Story...,132000.0,False,3.0,Confess,Revenge at All Costs,0.439,0.506,1.0,-12.867,0.0,0.35,0.197,0.047,0.185,0.055,86.076,3.0
Call Me,221952.0,False,16.0,Cadaveria,Far Away from Conformity (Remixed and Remastered),0.481,0.953,11.0,-3.324,1.0,0.096,2.98e-05,1.45e-05,0.0754,0.517,131.977,4.0
沒離開過,317267.0,False,44.0,林志炫,擦聲而過Ⅱ,0.553,0.518,3.0,-6.844,0.0,0.0295,0.275,7.01e-06,0.155,0.123,113.865,4.0
What About This Love? - Dub Version,423881.0,False,13.0,Mr. Fingers,What About This Love?,0.678,0.692,3.0,-15.426,0.0,0.0315,0.115,0.93,0.0737,0.92,113.025,4.0
Kasoor - Acoustic,213307.0,False,53.0,Prateek Kuhad,Shehron Ke Raaz,0.62,0.111,6.0,-14.142,1.0,0.0355,0.896,0.00135,0.113,0.477,127.96,5.0
Reign In Us,334467.0,False,36.0,Starfield,I Will Go,0.392,0.769,0.0,-5.137,1.0,0.032,0.0403,0.0,0.306,0.294,144.025,4.0
Ik ben een gamer,164520.0,False,7.0,Kinderen voor Kinderen,41 - En toen?,0.649,0.653,8.0,-8.281,1.0,0.0575,0.00489,0.142,0.279,0.423,81.985,4.0
她與你(She and You),161014.0,False,25.0,Z.TAO,她與你(She and You),0.763,0.704,10.0,-5.148,1.0,0.118,0.0907,0.0,0.148,0.359,131.871,4.0
イート・ザ・大目玉,238453.0,False,16.0,Shiritsu Ebisu Chugaku,MUSiC,0.55,0.913,10.0,-3.784,0.0,0.111,0.000932,0.0,0.045,0.672,174.98,4.0
Holding,537107.0,False,29.0,Yonder Mountain String Band,"Mountain Tracks, Vol. 3",0.472,0.702,9.0,-8.965,1.0,0.0981,0.82,4.25e-05,0.362,0.351,104.656,4.0
Giving In To The Change - Assemblage 23 Mix,264780.0,False,23.0,Imperative Reaction,Electronic Saviors: Industrial Music To Cure Cancer,0.546,0.962,6.0,-6.779,0.0,0.0422,1.52e-05,0.544,0.061,0.682,126.994,4.0
The Boatswain's Song - Demo Recording,186773.0,False,24.0,Oliver Wallace,Peter Pan (Original Motion Picture Soundtrack),0.688,0.325,0.0,-14.68,1.0,0.0462,0.981,0.65,0.725,0.812,102.145,4.0
光陰獨白 (電視劇《你是我的榮耀》片尾曲),204973.0,False,44.0,LaLa Hsu,光陰獨白 (電視劇《你是我的榮耀》片尾曲),0.243,0.258,9.0,-9.887,1.0,0.0345,0.916,8e-06,0.128,0.191,59.153,4.0
Fun House,224757.0,False,12.0,Delta Heavy,Oscillator / Fun House,0.552,0.985,10.0,-2.302,0.0,0.134,0.00113,0.367,0.131,0.208,174.135,4.0
Love Me Now (feat. Zoe Wees),195881.0,False,64.0,Kygo;Zoe Wees,Love Me Now (feat. Zoe Wees),0.662,0.489,5.0,-7.067,1.0,0.0525,0.163,0.0,0.172,0.506,102.04,4.0
Teu Amanhã Será Melhor que Hoje,250961.0,False,48.0,Samuel Messias,Planos de Deus,0.28,0.512,0.0,-6.932,1.0,0.029,0.347,0.0,0.108,0.494,80.795,1.0
De Malas Prontas,394353.0,False,46.0,Rodolfo Abrantes,De Malas Prontas,0.59,0.489,9.0,-7.864,1.0,0.0259,0.124,0.0269,0.0926,0.302,79.974,4.0
Não Me Faça Chorar,213629.0,False,42.0,Priscila Senna,Vol. 02,0.579,0.672,0.0,-6.704,1.0,0.0387,0.638,0.0,0.0979,0.489,145.895,4.0
Wielki Mizogin,194822.0,True,19.0,Odraza,Esperalem Tkane,0.239,0.982,6.0,-5.466,0.0,0.186,0.000128,0.0102,0.729,0.12,159.926,4.0
Majesty of the Void,427531.0,False,5.0,Imperialist,Zenith,0.41,0.951,9.0,-6.49,1.0,0.0682,1.97e-06,0.862,0.117,0.0317,105.03,3.0
Just Maath Maathali,156369.0,False,34.0,Raghu Dixit,Just Maath Maathali,0.689,0.492,5.0,-8.459,1.0,0.0256,0.492,0.000228,0.147,0.64,107.922,4.0
Eyes Like the Sun,282400.0,False,16.0,Fallujah,Undying Light,0.38,0.947,2.0,-4.558,0.0,0.0858,1.55e-05,0.891,0.333,0.166,77.492,4.0
Pal Behta Jaaye,174545.0,False,70.0,Vismay Patel,Pal Behta Jaaye,0.776,0.223,8.0,-13.686,1.0,0.0379,0.721,3.8e-06,0.119,0.196,109.966,4.0
Castaways,87707.0,False,53.0,The Backyardigans,The Backyardigans,0.756,0.211,5.0,-17.646,1.0,0.409,0.784,8.65e-06,0.11,0.307,81.253,4.0
Sodomy & Lust,282800.0,False,19.0,Cradle Of Filth,Lovecraft & Witch Hearts,0.263,0.964,2.0,-3.023,1.0,0.0906,0.000101,0.00482,0.559,0.178,118.174,4.0
Sun Models,160000.0,False,67.0,ODESZA;Madelyn Grant,In Return,0.683,0.481,8.0,-9.174,0.0,0.075,0.191,0.736,0.0907,0.47,120.001,4.0
Morgenstern,239867.0,False,43.0,Rammstein,"Reise, Reise",0.514,0.945,8.0,-4.833,1.0,0.105,0.00234,0.000158,0.0638,0.409,104.971,4.0
Busola Do Nikąd,293396.0,True,20.0,Truchło Strzygi,Pora Umierać,0.382,0.837,6.0,-7.76,1.0,0.0579,9.16e-05,0.0,0.113,0.0578,128.987,4.0
I Will Have That Power,378950.0,False,12.0,Hard Creation,I Will Have That Power,0.725,0.892,7.0,-13.914,1.0,0.288,0.351,0.0155,0.177,0.176,170.06,4.0
Tu Te Abeiraste da Praia - A Barca,244920.0,False,42.0,Astúlio Nunes,"Canções para Orar, Vol. 3",0.317,0.324,3.0,-11.684,1.0,0.0279,0.802,0.0,0.136,0.499,103.402,3.0
Petit frère - Live,356574.0,False,29.0,Deluxe;IAM,Live à l'Olympia,0.506,0.835,6.0,-5.426,1.0,0.446,0.22,0.000129,0.804,0.352,176.004,4.0
To the Glorious Path,357695.0,True,0.0,Witness the Existence,Enshrined Twice,0.517,0.929,5.0,-3.409,0.0,0.0523,2.28e-05,0.914,0.314,0.366,119.974,3.0
Whisky,325907.0,False,34.0,Dzem,To ja zlodziej,0.376,0.677,0.0,-8.168,1.0,0.0389,0.0679,6.6e-06,0.101,0.707,130.49,4.0
Noise (feat. Donnis) - Rise At Night Remix,348896.0,False,11.0,Bassnectar;Donnis;Rise At Night,NVSB Remixes,0.514,0.8,1.0,-3.66,1.0,0.0605,0.00114,0.000449,0.0396,0.356,127.909,4.0
Feeling Good Again,202333.0,False,20.0,Watkins Family Hour;Sara Watkins;Sean Watkins,Watkins Family Hour,0.527,0.452,5.0,-10.575,1.0,0.0318,0.206,9.86e-06,0.149,0.404,104.931,4.0
Green Flash,271600.0,False,21.0,AKB48,Green Flash Type A【初回限定盤】,0.586,0.733,10.0,-4.416,1.0,0.0284,0.703,4.91e-06,0.101,0.468,95.999,4.0
Hope - Parra For Cuva Remix,353302.0,False,43.0,Max Cooper;Parra for Cuva,One Hundred Billion Sparks Remixed,0.642,0.648,8.0,-9.363,1.0,0.0374,0.286,0.949,0.0948,0.099,112.003,4.0
Delivering Keys,231724.0,False,20.0,Deekline;Specimen A,Let It All Out / Delivering Keys,0.614,0.971,9.0,-0.972,0.0,0.066,0.0128,0.00691,0.104,0.332,174.103,4.0
Faithful Now,234560.0,False,58.0,Vertical Worship,Grace Is On Our Side,0.156,0.739,11.0,-6.062,1.0,0.0436,0.0462,0.0,0.158,0.186,73.354,4.0
Gunshot,159600.0,False,26.0,Vybz Kartel,Redbull & Guinness,0.798,0.883,2.0,-6.562,1.0,0.27,0.44,1.3e-05,0.135,0.607,121.077,4.0
Abraça-Me - Ao Vivo em BH,847493.0,False,51.0,David Quinlan;Heloisa Rosa,Abraça-Me (Paixão Fogo e Glória) [Ao Vivo em BH],0.287,0.614,7.0,-7.714,1.0,0.0313,0.206,0.0,0.299,0.433,139.627,4.0
Feel so right,236467.0,False,22.0,MAX,Feel so right,0.735,0.92,4.0,-3.404,0.0,0.0522,0.05,0.0,0.138,0.54,97.907,4.0
As Always (Full Vocal Version),386053.0,True,14.0,"Farley ""Jackmaster"" Funk","Farley ""Jackmaster"" Funk",0.673,0.874,11.0,-5.315,1.0,0.129,0.0721,4.55e-06,0.127,0.723,115.47,4.0
Free - DJ Hirohito Hitmix,234173.0,False,27.0,Nakatomi,Free,0.255,0.875,6.0,-8.865,1.0,0.0373,0.00928,0.162,0.0485,0.239,169.411,4.0
Mulherão da Porra,189110.0,False,8.0,Zezo,De Bar em Bar,0.734,0.721,0.0,-5.299,0.0,0.0313,0.0834,1.37e-05,0.26,0.76,138.075,4.0
A B Y S S,212893.0,False,30.0,1788-L;TYNAN,A B Y S S,0.393,0.938,9.0,-5.819,1.0,0.137,0.00467,0.717,0.398,0.102,177.055,4.0
我懷念的,289067.0,False,63.0,Stefanie Sun,逆光,0.434,0.391,4.0,-8.016,1.0,0.0341,0.755,0.0,0.109,0.283,139.972,4.0
Baby Pain,344387.0,False,9.0,Fluke,Puppy,0.356,0.762,7.0,-8.799,1.0,0.0365,0.00116,0.0474,0.104,0.493,94.017,4.0
One Day - Radio Version,194893.0,False,18.0,2 Brothers On The 4th Floor,The Very Best of 2 Brothers on the 4th Floor (25th Anniversary Edition),0.718,0.794,0.0,-6.378,1.0,0.232,0.0336,6.27e-06,0.178,0.841,92.125,4.0
Sleep Deprivation 2,386680.0,False,10.0,The Black Dog,Music for Real Airports,0.205,0.234,7.0,-25.804,1.0,0.0688,0.307,0.754,0.183,0.0898,125.382,4.0
タイムストレッチ,215200.0,False,18.0,夜光性アミューズ,夜光性イントロデュース,0.579,0.821,3.0,-6.026,1.0,0.0728,0.128,2.73e-05,0.118,0.252,178.001,4.0
Clearing cache,223750.0,False,0.0,ArtSaves,Decay,0.512,0.99,9.0,-7.526,0.0,0.151,6.04e-05,0.923,0.173,0.0608,135.992,4.0
Waves Against the Shore,301602.0,False,12.0,Mr. Fingers,Introduction,0.768,0.444,7.0,-13.067,0.0,0.154,0.027,0.108,0.0577,0.95,216.558,3.0
Team Hate,200320.0,False,23.0,Static-X,Cannibal,0.575,0.983,1.0,-2.091,1.0,0.125,2.04e-05,0.00125,0.0842,0.203,112.032,4.0
It's About To Get Hectic (feat. Born I),244091.0,False,44.0,Bassnectar;Jantsen;Born I,Reflective (Part 4),0.586,0.953,5.0,-0.803,1.0,0.0503,0.0565,6.61e-05,0.271,0.256,87.999,4.0
Kaagaz Ki Naav,297969.0,False,31.0,Last Minute India,Kaagaz Ki Naav,0.273,0.617,9.0,-6.884,1.0,0.0363,0.0169,0.0,0.153,0.181,96.271,4.0
CYBER DREAM,160225.0,False,2.0,"Sarah, the Illstrumentalist",VAPORS,0.541,0.812,7.0,-14.978,0.0,0.0535,0.638,0.831,0.0985,0.164,150.012,4.0
Llegaste Tarde,416040.0,False,25.0,Los Amigos Invisibles,Arepa 3000,0.49,0.82,5.0,-7.138,1.0,0.0684,0.799,0.0558,0.131,0.854,102.572,4.0
Hunnybee,268333.0,False,65.0,Unknown Mortal Orchestra,Sex & Food,0.956,0.377,6.0,-7.965,1.0,0.0804,0.566,0.414,0.313,0.566,119.993,4.0
Wybór Nie Zakaz,208947.0,True,30.0,Gruzja,Vulgator (Priest Simulator Ost),0.499,0.973,2.0,-5.173,1.0,0.106,0.000156,0.0964,0.285,0.25,124.976,4.0
Cold,220400.0,False,0.0,Static-X,Post-Millennial Noise,0.457,0.962,0.0,-3.722,1.0,0.0495,0.000455,0.00271,0.319,0.721,150.039,4.0
Reverse yourself,337707.0,False,10.0,Ocoeur,Reversed,0.396,0.395,2.0,-15.094,1.0,0.0715,0.789,0.661,0.39,0.0543,106.668,4.0
Eventually,324354.0,False,29.0,Rival Consoles,Now Is,0.627,0.652,0.0,-13.626,1.0,0.0477,0.389,0.78,0.0836,0.0391,134.012,4.0
Baby Shark - Dance Remix,86997.0,False,44.0,Pinkfong,Pinkfong Presents: The Best of Baby Shark,0.757,0.839,8.0,-6.187,1.0,0.304,0.591,1.3e-05,0.0401,0.718,154.025,4.0
Marha,182531.0,False,0.0,Sabke Morde,PeeranSal,0.609,0.867,2.0,-5.218,1.0,0.0319,0.479,0.00953,0.596,0.147,96.017,4.0
Butterflies,352000.0,False,4.0,Porya Hatami,Butterflies,0.205,0.122,0.0,-23.538,1.0,0.0499,0.995,0.926,0.0878,0.0478,84.014,3.0
Marasmo,160640.0,False,46.0,Ventania,Só para Loucos,0.693,0.511,9.0,-6.565,0.0,0.0567,0.773,4.52e-06,0.0708,0.65,114.982,4.0
Fuerza Vital,370775.0,False,26.0,Reiki Armonía,"Musica Reiki - Musica Relajante para Reiki, Yoga, Meditación, Tai Chi y Armonia",0.206,0.19,2.0,-20.226,1.0,0.0422,0.972,0.923,0.11,0.0353,128.255,4.0
Chain,154071.0,True,26.0,Vybz Kartel,Chain - Single,0.821,0.799,2.0,-4.656,1.0,0.235,0.368,0.0,0.0837,0.384,109.946,4.0
the harvester,329274.0,False,0.0,Jaleh Negari,Weaver ~,0.185,0.428,0.0,-16.046,0.0,0.0571,0.496,0.771,0.364,0.0353,133.922,3.0
Perfect Love,244349.0,False,44.0,Planetshakers,Let's Go (Live),0.573,0.881,8.0,-7.097,1.0,0.0509,0.000915,0.0,0.202,0.51,126.039,4.0
The Brightest Light,224875.0,False,6.0,Matt Large,The Brightest Light,0.764,0.612,4.0,-8.501,0.0,0.052,0.174,0.804,0.102,0.616,96.02,4.0
Forgiveness,207675.0,False,27.0,Eddie Neblett,One Way Out,0.496,0.594,5.0,-7.131,0.0,0.294,0.437,0.0,0.244,0.73,172.031,4.0
Viento de Cara,257107.0,False,57.0,Supersubmarina,Viento de Cara,0.522,0.715,9.0,-4.831,1.0,0.0342,0.0105,0.000827,0.311,0.316,129.999,4.0
Open Your Mind,465212.0,False,27.0,Goom Gum,Voyeur Ibiza 2019,0.731,0.858,10.0,-5.935,0.0,0.0451,0.000372,0.662,0.0601,0.225,121.982,4.0
Thanksgiving,173531.0,False,16.0,Gil Joe,Thanksgiving,0.771,0.809,8.0,-5.36,1.0,0.048,0.214,0.0,0.0631,0.873,101.066,4.0
Dil Mera,232625.0,False,46.0,Vismay Patel,Dil Mera,0.574,0.298,9.0,-12.637,1.0,0.0263,0.902,0.0,0.107,0.301,80.017,4.0
No Hard Feelings,314680.0,False,56.0,The Avett Brothers,True Sadness,0.485,0.319,5.0,-8.525,1.0,0.031,0.686,2.81e-05,0.117,0.195,142.119,3.0
bailamorena,168435.0,False,41.0,MARLENA,bailamorena,0.479,0.673,1.0,-4.977,1.0,0.0531,0.000568,6.13e-05,0.093,0.747,151.799,4.0
FSOSF,304600.0,False,14.0,Bassnectar,Underground Communication,0.674,0.837,0.0,-7.938,1.0,0.0407,0.0104,0.748,0.101,0.25,105.002,4.0
Are You Lonely,157333.0,False,59.0,Steve Aoki;Alan Walker;ISÁK,Neon Future IV,0.517,0.793,6.0,-5.851,0.0,0.0367,0.0214,0.00046,0.0892,0.176,90.06,4.0
My First Lover,227840.0,False,33.0,Gillian Welch,Time (The Revelator),0.653,0.453,4.0,-10.12,1.0,0.0375,0.766,0.0003,0.0756,0.489,142.347,4.0
Telefone 529,249853.0,False,10.0,B12,"B12 Records Archive, Vol. 1",0.758,0.875,1.0,-3.344,1.0,0.0358,0.611,0.88,0.162,0.688,125.876,4.0
WORLD PARADE,276707.0,False,24.0,NEO JAPONISM,THE SPIRIT,0.505,0.865,8.0,-2.853,1.0,0.0761,0.0167,0.0,0.166,0.395,180.203,4.0
De Otro Color,260103.0,False,30.0,Porta;Mizok,No Es Cuestión de Edades (Maqueta 2006),0.57,0.63,9.0,-5.322,0.0,0.5,0.377,0.0,0.119,0.778,178.569,4.0
Na Dor e no Prazer,111090.0,False,45.0,Desejo De Menina,O Baú da Desejo 2,0.582,0.869,1.0,-6.047,1.0,0.0495,0.46,1.04e-05,0.574,0.68,164.232,4.0
Vi,177382.0,False,28.0,Pablo López,Once Historias Y Un Piano (Edición Especial),0.571,0.641,7.0,-6.406,0.0,0.0272,0.162,0.0,0.114,0.418,79.99,4.0
Cold Virginia Rain,171560.0,False,23.0,Josh Williams;Missy Raines;Randy Kohrs;Don Rigsby;Kristin Scott Benson;Ron Stewart,Lonesome Highway,0.639,0.76,5.0,-6.006,0.0,0.03,0.125,0.000142,0.254,0.837,109.859,4.0
I Wonder Where You Are Tonight,161973.0,False,23.0,The Bluegrass Cardinals,The Essential Bluegrass Cardinals: The Definitive Collection,0.438,0.506,7.0,-8.728,1.0,0.0389,0.501,0.000406,0.231,0.867,116.993,4.0
The Wind,387692.0,False,0.0,Siavash Amini,What Wind Whispered To The Trees,0.0929,0.51,0.0,-16.967,0.0,0.0547,0.978,0.958,0.0555,0.0385,75.392,4.0
Thunder Dan,191395.0,False,29.0,Sideline,Front and Center,0.484,0.728,4.0,-6.059,1.0,0.0376,0.398,6.36e-06,0.0646,0.69,186.042,4.0
Duur Hai Wo,282964.0,False,42.0,Deepak Rathore Project,Duur Hai Wo,0.354,0.295,6.0,-10.904,1.0,0.0337,0.481,0.000515,0.113,0.248,159.829,3.0
Who & Dem,158267.0,True,16.0,Intence;Zimi,Who & Dem,0.863,0.798,11.0,-5.543,0.0,0.336,0.703,0.0,0.271,0.834,109.962,4.0
Le Rock,323709.0,False,18.0,S3RL,Old Skool Masters - S3RL,0.418,0.996,10.0,-4.6,0.0,0.12,0.000284,0.87,0.152,0.198,175.001,4.0
Lern die Familie kennen,128347.0,False,28.0,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),0.808,0.316,0.0,-14.883,1.0,0.0847,0.434,0.746,0.0797,0.315,96.393,4.0
Sayonara,326000.0,False,0.0,Rojin Sharafi,Urns Waiting To Be Fed,0.293,0.793,4.0,-11.245,0.0,0.249,0.436,0.00584,0.144,0.0654,111.506,4.0
Samurai - Ao Vivo,263147.0,False,46.0,Projota,3Fs (Ao Vivo / Deluxe Version),0.604,0.856,8.0,-7.143,0.0,0.333,0.431,0.0,0.682,0.799,164.034,4.0
Wall Street,434600.0,False,27.0,Jackie Mittoo,The Keyboard King at Studio One,0.827,0.359,7.0,-12.863,1.0,0.0909,0.332,0.703,0.0911,0.684,135.421,4.0
Prins Ali,172787.0,False,27.0,Preben Kristensen;Tritonus Koret,Aladdin (Originalt Dansk Soundtrack),0.512,0.484,10.0,-13.226,0.0,0.0952,0.779,0.0,0.102,0.721,104.481,4.0
0,230000.0,False,30.0,arai tasuku;Itaru Baba,0,0.684,0.621,0.0,-4.358,0.0,0.0545,0.121,1.93e-06,0.116,0.24,113.442,4.0
Pero a tu lado,195227.0,False,62.0,Los Secretos,Dos Caras Distintas,0.482,0.857,6.0,-4.841,1.0,0.105,0.367,6.5e-05,0.0756,0.87,79.105,4.0
Midnight,276000.0,False,16.0,Sian,Midnight / Energy,0.795,0.895,10.0,-5.024,0.0,0.0495,0.000168,0.87,0.093,0.192,120.01,4.0
Em busca do porrão - Versão 2,312280.0,True,46.0,O Rappa,7 Vezes,0.652,0.57,5.0,-9.013,0.0,0.0259,0.638,0.00815,0.154,0.78,92.978,4.0
JET!!!,296293.0,False,7.0,DREAMS COME TRUE,THE LOVE ROCKS,0.787,0.812,2.0,-5.027,1.0,0.038,0.0122,0.0,0.0768,0.529,119.625,4.0
Düdeldü (Original Mix),236658.0,False,21.0,Markus Becker;Jörg Lück,Düdeldü,0.761,0.826,11.0,-6.12,1.0,0.0307,0.00629,6.73e-06,0.02,0.835,135.059,4.0
The Switch,261406.0,True,20.0,Dione,The Switch,0.49,0.993,1.0,-1.415,1.0,0.47,0.00365,0.304,0.155,0.0878,180.113,4.0
Violet,220905.0,True,24.0,Dope,Blood Money,0.362,0.969,1.0,-2.974,1.0,0.0859,5.37e-05,0.779,0.394,0.346,166.038,4.0
Música para Aliviar el Estrés,291000.0,False,20.0,Thetahealing,Ondas Theta 2018 - Frecuencias Relajantes para Dormir y Dejar de Pensar Tanto,0.21,0.122,7.0,-19.735,0.0,0.0362,0.955,0.722,0.118,0.0384,132.386,3.0
Volta Pro Seu Nego,149211.0,False,44.0,Zé Vaqueiro,Do Melhor Jeito,0.684,0.922,0.0,-2.383,1.0,0.0401,0.492,0.00318,0.349,0.947,158.066,4.0
Little Birdie,119600.0,False,30.0,The Stanley Brothers,Folk Concert,0.456,0.556,7.0,-9.135,1.0,0.0299,0.375,0.00258,0.268,0.886,167.863,4.0
Polycephaly,191042.0,False,34.0,Doon Kanda,Labyrinth,0.543,0.738,0.0,-5.957,0.0,0.0248,0.0979,0.891,0.312,0.385,156.075,3.0
Lost Memory,462720.0,False,49.0,Boris Brejcha,Lost Memory,0.876,0.459,11.0,-11.52,1.0,0.0756,0.0146,0.91,0.111,0.137,124.999,3.0
Joshua's Lullaby,146001.0,False,3.0,The Tiny Boppers,Joshua's Bedtime Lullaby,0.372,0.156,2.0,-15.847,1.0,0.043,0.925,0.000256,0.0997,0.332,88.1,3.0
Levi,170187.0,False,34.0,Old Crow Medicine Show,Carry Me Back,0.501,0.731,7.0,-6.135,1.0,0.0385,0.304,0.0,0.0661,0.879,201.077,4.0
Chuva de Honestidade,230354.0,False,43.0,Flavio Leandro,Cercadim,0.748,0.598,2.0,-4.923,1.0,0.03,0.695,0.0,0.0826,0.838,124.96,4.0
Eu Não Vou Mais Chorar - Ao Vivo,236733.0,False,43.0,Dorgival Dantas,Simplesmente Dorgival Dantas (Ao Vivo),0.443,0.919,9.0,-5.026,1.0,0.0734,0.475,0.00231,0.8,0.536,172.489,4.0
Fireball Mail,134133.0,False,26.0,Lonesome River Band,Carrying The Tradition,0.646,0.788,9.0,-7.836,1.0,0.0358,0.657,0.0023,0.331,0.869,121.65,4.0
Tainted Love,200067.0,False,62.0,Marilyn Manson,The Golden Age Of Grotesque,0.637,0.95,8.0,-4.4,1.0,0.109,0.00104,7.35e-06,0.288,0.511,142.018,4.0
Tema de não quero ver você triste,187960.0,False,37.0,Erasmo Carlos;Marisa Monte,"Convida, Volume II",0.647,0.39,2.0,-11.333,1.0,0.0353,0.804,7.74e-06,0.0808,0.318,97.98,4.0
Hell on Earth,388255.0,False,53.0,KAS:ST,Road to Nowhere,0.532,0.897,8.0,-8.566,0.0,0.0549,0.0479,0.908,0.0984,0.0634,135.96,3.0
LFO,509155.0,False,23.0,LFO,LFO,0.776,0.992,11.0,-6.171,1.0,0.0678,5.13e-05,0.871,0.0428,0.931,132.009,4.0
Sodade,293640.0,False,60.0,Cesária Evora,Miss Perfumado,0.575,0.43,8.0,-13.168,1.0,0.0363,0.822,0.000661,0.115,0.427,82.691,4.0
yaaas,155795.0,False,26.0,fresh from the oven,yaaas,0.575,0.423,9.0,-9.062,1.0,0.0538,0.694,0.3,0.359,0.246,176.031,4.0
Sleeping Music For Deep Sleep With Rain Sounds,127817.0,False,24.0,Sophia Rain,Rain Sounds For Sleep and Relaxing Piano Music For Sleeping,0.106,0.061,7.0,-26.636,1.0,0.0434,0.939,0.924,0.107,0.0818,78.607,3.0
U Cant Hurt Me,136000.0,False,17.0,Girl Pusher,Singles,0.554,0.784,0.0,-7.228,1.0,0.0524,7.71e-05,0.924,0.282,0.299,150.158,4.0
Faasle,311040.0,False,39.0,Kaavish;Quratulain Balouch,Coke Studio Season 10: Episode 2,0.532,0.468,8.0,-8.538,1.0,0.0321,0.176,0.0,0.149,0.321,119.992,4.0
Dil Dhadakne Do,230319.0,False,62.0,Joi Barua;Suraj Jagan,Zindagi Na Milegi Dobara,0.778,0.599,2.0,-4.758,1.0,0.032,0.0705,0.0,0.59,0.949,116.951,4.0
解脫,284667.0,False,53.0,A-Mei Chang,姊妹,0.539,0.341,1.0,-12.495,1.0,0.0279,0.7,0.0,0.269,0.676,167.539,4.0
Warrior's Dance,312960.0,False,53.0,The Prodigy,Invaders Must Die,0.579,0.989,5.0,-5.035,0.0,0.135,0.0128,0.794,0.73,0.0759,137.015,4.0
Bang (Remix),280839.0,False,22.0,Mahdyar;Hichkas,Bang (Remix),0.497,0.654,7.0,-6.033,1.0,0.132,0.00635,7.27e-05,0.116,0.413,160.469,4.0
WAREHOUSE OF BAD LUCK,412615.0,False,0.0,Garhelenth,UNDERGROUND BLACK METAL,0.0904,0.729,7.0,-8.234,1.0,0.0496,0.003,0.757,0.082,0.138,86.601,4.0
Shower,182707.0,False,22.0,Kruger Brothers,Up 18 North,0.404,0.205,7.0,-15.2,0.0,0.0373,0.914,0.931,0.108,0.149,95.92,4.0
Rig or Cross,152080.0,False,24.0,Split Lip Rayfield,I'll Be Around,0.613,0.882,7.0,-9.17,1.0,0.0286,0.228,0.0509,0.629,0.824,112.837,4.0
83,267740.0,False,0.0,Farzad Golpayegani,Five,0.235,0.732,4.0,-3.793,0.0,0.0397,4.24e-05,0.448,0.131,0.27,139.823,4.0
Skandha Sashti Kavacham,1223800.0,False,40.0,Soolamangalam Sisters,Sri Skandha Guru Kavasam,0.677,0.351,2.0,-16.1,0.0,0.0507,0.838,0.0,0.0978,0.715,117.438,4.0
Dance and Sweep,182600.0,False,21.0,Elephant Man,Reggae Gold 2009,0.774,0.759,0.0,-5.808,1.0,0.113,0.121,0.0,0.0662,0.67,116.198,4.0
Have It 4 U Babe (feat. Jass Mann) - Extended MixX,430100.0,False,6.0,Mike Dunn;Jass Mann,My House From All Angles,0.812,0.905,1.0,-6.865,0.0,0.0616,0.00115,0.93,0.0469,0.889,125.02,4.0
Love Glow,266129.0,False,8.0,Mokhov,Perfect Dream,0.626,0.552,2.0,-6.417,1.0,0.0375,0.271,0.871,0.112,0.19,124.028,4.0
小鎮姑娘,295667.0,False,50.0,David Tao,I'm O.K.,0.67,0.815,2.0,-5.062,1.0,0.0792,0.152,0.0,0.104,0.818,154.04,4.0
Uni Rec,452173.0,False,10.0,alva noto,Univrs,0.42,0.317,10.0,-14.851,0.0,0.0951,0.00313,0.808,0.11,0.0331,171.705,5.0
Think A Moment,208760.0,False,12.0,LFO,Frequencies,0.578,0.655,11.0,-14.184,0.0,0.0452,0.000112,0.597,0.492,0.317,99.925,4.0
Yo No Se,132284.0,False,21.0,Los Amigos Invisibles,Live En Una Noche Tan Linda Como Esta Vol 1,0.56,0.822,0.0,-9.234,1.0,0.032,0.256,0.712,0.561,0.962,131.774,4.0
Gabriel - Scroll Mix,417165.0,False,14.0,Roy Davis Jr.;Peven Everett,Gabriel,0.846,0.448,1.0,-13.209,1.0,0.0575,0.0138,0.837,0.0746,0.467,127.979,4.0
Mr. Nobody,346049.0,False,12.0,S.P.Y,Hospitality In The Park,0.395,0.978,10.0,-2.836,0.0,0.0683,0.000578,0.907,0.145,0.392,170.033,4.0
Lohe Goor,419693.0,False,0.0,Sabke Morde,Khatabeye Tadfin,0.199,0.539,4.0,-8.795,0.0,0.0316,0.126,0.017,0.113,0.0837,89.706,4.0
Jesus Freak,250720.0,True,19.0,Suicide Commando,Goddestruktor,0.451,0.996,9.0,-4.286,1.0,0.087,0.053,0.0,0.125,0.154,75.006,4.0
Chapéu Panamá,183707.0,False,37.0,BaianaSystem,Oxeaxeexu,0.824,0.932,7.0,-4.664,1.0,0.256,0.414,0.0136,0.0594,0.471,105.01,4.0
