track_id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
4XglvuvmwdVQ1MpV3zNUnR,0.425,0.516,278175,0.491,1.89e-05,10,0.231,-9.99,1,0.0307,86.118,4,0.279
0XPayKZFFZA2PwSRNi1pVU,0.0281,0.549,227600,0.831,0,0,0.0842,-4.17,1,0.0304,125.594,4,0.615
7CM5a0XznEAMCn5x88hMOV,0.871,0.294,101707,0.0513,0.942,7,0.32,-16.196,0,0.0363,75.002,4,0.0989
2gNrRx1ydxtS6cmKouIXvB,0.836,0.337,62306,0.286,0.957,0,0.112,-19.921,1,0.0586,129.164,3,0.0245
2hGJkkAaI7GsfktrIhz8yg,0.73,0.808,348987,0.402,0.153,11,0.197,-16.804,0,0.393,100.012,4,0.633
1sQ5zziiE3Ou1IPebmoWo2,0.0921,0.958,156456,0.707,0.0107,1,0.19,-8.674,1,0.108,134.998,4,0.412
5SMdW9cbM4wTMMPI8Ck08a,0.355,0.739,306240,0.748,2.54e-06,7,0.177,-3.806,0,0.0269,132.86,4,0.822
3d8rLM1aKX3R61NDZDN0Mh,0.102,0.677,219337,0.765,0,9,0.242,-4.895,0,0.0523,168.012,4,0.899
5MyMUg8W0FB2C0dcVwoygG,0.0124,0.699,175053,0.905,0.000142,11,0.106,-3.717,0,0.0354,144.984,4,0.971
39tUHDzQ5nlGPtYaA71Y9v,0.846,0.504,351948,0.271,0.815,5,0.0872,-19.877,1,0.045,125.942,4,0.0564
4UD5xrQI4nKftCje1y5Te9,0.71,0.67,206117,0.397,0,8,0.11,-10.87,1,0.0417,123.969,4,0.214
0F0xZC5P82Ov3hdFdZwi7M,0.571,0.742,147875,0.208,0.898,3,0.102,-9.677,1,0.239,81.989,4,0.341
1pbxHoGLKHD7jx4vMw5H2n,0.821,0.43,347981,0.389,0.94,6,0.358,-14.204,0,0.0547,118.526,1,0.0519
03N7wdRyQShcktyGpffq79,0.233,0.605,182500,0.68,0.000251,11,0.258,-8.293,1,0.0376,120.044,4,0.895
2zQru5X2fXa3oPjAt9vkSx,0.734,0.447,258493,0.25,0.000928,6,0.307,-11.624,1,0.0324,132.187,4,0.115
5oXN3Iem0PAcBVSzE6i68b,0.233,0.728,170086,0.689,0,1,0.172,-5.962,0,0.238,95.711,4,0.338
7hFEIynCcjJuLMsjsHEdHQ,0.306,0.539,173573,0.95,0,5,0.353,-3.281,0,0.149,162.821,4,0.882
7GlCU1ImbOyED4BW6H1TSH,0.0845,0.846,208571,0.541,0.000615,10,0.292,-10.436,0,0.208,125.987,4,0.744
4WKymkEJxxl48FQvnFWmuV,0.339,0.747,172307,0.612,0,8,0.225,-7.631,1,0.0347,124.906,4,0.796
7wF1rQu3TJZLNxb6WKZvyk,0.993,0.206,186920,0.0831,0.947,3,0.114,-18.029,1,0.0408,69.977,4,0.0543
7rOzf8Tw98uePHcZvRWxx7,1.2e-05,0.119,337872,0.916,0.481,6,0.0578,-4.052,0,0.0573,154.964,4,0.136
7xlFARavMf70Hq3pgzA2nK,0.011,0.213,306067,0.992,0.00733,7,0.144,-3.64,1,0.181,79.989,4,0.39
05VbcUdwibgkd0ALWabvYz,0.947,0.112,119220,1.0,0.551,1,0.957,-21.916,1,0.042,212.246,5,1e-05
3x8pMkDfcUYtCEHnpLBbad,0.0159,0.781,366916,0.545,0.826,2,0.0918,-9.955,1,0.0474,110.021,4,0.564
37RUx23Ki1huJwGRf852IT,3.23e-05,0.169,288021,0.983,0.694,7,0.275,-6.047,1,0.226,195.15,3,0.136
2A4dSiJmbviL56CBupkh6C,0.97,0.579,369050,0.245,0.924,4,0.101,-16.357,1,0.0384,112.011,3,0.302
5nLBO2AfaqbD978cz62oa6,0.334,0.641,214733,0.628,0,5,0.157,-6.083,1,0.0319,163.863,4,0.963
0Nq0igeWY9j7TtqWCYuTM6,0.481,0.776,260573,0.609,0,9,0.0508,-6.146,1,0.0929,96.04,4,0.612
0zZw65n5Vh7tGZcjGe5uOn,0.631,0.858,194743,0.725,0,5,0.0891,-10.373,0,0.163,100.002,4,0.358
4nBO0TwAsELjvIf2yVCSmh,0.15,0.651,199720,0.917,5.97e-06,0,0.207,-4.668,1,0.0357,148.993,4,0.744
4Ws1SBzrc8MgbtxVyXFfyP,0.0745,0.679,170323,0.548,0,8,0.0981,-7.645,1,0.0341,124.031,4,0.635
7GdUFJ7kGrGnH4SrWIuaLo,0.91,0.399,457880,0.236,0.531,1,0.105,-14.146,0,0.0303,145.042,3,0.0393
4IYuzoMryWnmUG8gLAoIZO,0.776,0.162,52467,0.0614,0.865,0,0.151,-28.258,1,0.0464,147.868,3,0.0329
1lRMtjKpLpyQdDALnXyGNr,0.000282,0.233,354061,0.981,0.818,11,0.0717,-5.769,0,0.105,145.009,4,0.17
41DpMNCxpIaSrNlNNLfsbG,0.0713,0.813,173066,0.912,0,9,0.0589,-1.871,0,0.349,100.002,4,0.926
4RWj5gBcOP1EJquv1ptLaM,0.246,0.787,163880,0.703,0,5,0.0351,-9.612,1,0.328,135.193,4,0.564
6q7bXTv3yBedHblKRoC5uu,0.637,0.55,214604,0.356,0.187,9,0.32,-14.142,1,0.0405,159.911,3,0.343
5noC8HGZaLiXNdvGmjemGP,0.014,0.674,191227,0.757,4.34e-06,7,0.57,-5.253,0,0.0459,87.506,4,0.609
5iUjWA0lGW4TXr6KJs6Y0r,0.18,0.7,327147,0.814,0,4,0.105,-4.84,1,0.054,118.902,4,0.809
01zqlg8u8YHdSNdlgTUJUm,0.0148,0.584,177173,0.629,0.109,6,0.241,-12.071,1,0.0429,150.745,4,0.519
7aRofteBTxN9i5UalaYG1n,0.0145,0.759,244091,0.927,0.39,7,0.0639,-3.969,1,0.051,127.001,4,0.655
6uW9EdDLC2M1wHdwfLKhUF,0.00144,0.524,276427,0.852,0,0,0.762,-6.216,1,0.0468,121.974,4,0.415
5rJSFuBV3QBGTrywHJt5sA,0.145,0.652,131045,0.84,0.136,7,0.0468,-7.198,0,0.0305,113.623,4,0.955
4hYHaROtjB6YREh6AgW3fd,0.128,0.569,245200,0.507,0,0,0.0999,-7.191,1,0.0239,135.977,4,0.15
09HHrpcxYogCRJggk89SuI,0.0206,0.685,194354,0.951,1.3e-06,9,0.167,-2.527,1,0.0407,130.0,4,0.842
48EHyn9R0kAVvK2KlzVmcr,0.951,0.562,68572,0.134,0.00571,0,0.0852,-18.582,0,0.0824,79.52,3,0.84
5jOdQjFMSfCaBiqzVnl6gl,0.0312,0.726,400697,0.493,0.599,0,0.111,-10.333,1,0.0399,124.995,4,0.314
1VcFSLsUWrTggLBZqq8b4u,0.958,0.514,144080,0.156,0.93,9,0.111,-15.889,1,0.0423,142.513,4,0.158
20KFhjaku2tYyuTWcuqzuB,0.0219,0.563,325600,0.421,0.623,1,0.398,-13.705,1,0.0332,159.786,4,0.269
1aMV2OFF5veqkOzEcEDgYL,0.00586,0.666,294539,0.961,0,7,0.0386,-2.671,1,0.156,174.064,4,0.797
5n0SYA5tw2Czz6BBRNeMHe,0.973,0.725,112759,0.282,0.879,3,0.186,-12.094,1,0.103,86.984,4,0.187
1AlGB2QDSuanDxQYBhmdym,0.0925,0.162,81724,0.522,0.981,4,0.278,-6.572,1,0.0446,159.835,4,0.0836
3woe4qDqwttRfw1fSd5ZBk,0.549,0.654,146939,0.509,0.861,5,0.112,-9.239,0,0.0543,146.983,4,0.508
21NhKlkXOJz3n8dSVL3ej5,0.000148,0.207,389928,0.883,0.0124,1,0.071,-4.929,1,0.0722,181.908,4,0.142
4J7PDtfmPoVDRufv2ch6Jh,0.0291,0.574,240827,0.97,0,5,0.19,-3.361,0,0.0842,145.051,4,0.763
1HvBZ5Kk6exD3PoohClhEf,3.15e-05,0.397,570053,0.841,0.0826,6,0.394,-6.205,1,0.044,142.022,3,0.203
5yepNRDFjQoAq3NYQTKr92,0.312,0.498,205120,0.72,0.00505,7,0.247,-9.238,1,0.0298,148.953,4,0.899
7x2It3MYN1QdytzgoLYGr5,0.342,0.626,211000,0.522,0,0,0.234,-11.857,1,0.0279,139.827,4,0.802
4r80liYD5p4mT9v8ZShLsO,0.968,0.304,207418,0.127,0.873,5,0.109,-23.207,0,0.0408,124.893,4,0.0397
01chLuyt3rNktc3lRXPfZR,0.000302,0.675,305464,0.835,0.333,4,0.535,-3.993,0,0.0433,132.002,4,0.131
2s6wSsFT1xOpd6EQT1Cu80,0.000312,0.773,86021,0.729,0.836,1,0.0776,-8.984,1,0.0533,117.963,4,0.732
4ZVleinztyDBkZkuhybPBY,0.638,0.486,206848,0.586,0.59,2,0.966,-8.539,0,0.032,96.954,4,0.393
1AMCroLHu9Tho2lXzKaUWj,0.0164,0.527,276747,0.929,0,2,0.1,-3.473,1,0.0451,119.985,4,0.543
1KB5QorJMiONd2oU0bx7ri,0.117,0.245,213813,0.919,0.00013,0,0.084,-9.826,1,0.179,155.505,4,0.283
1JuU4qEEZgSZbXotwMRpQF,0.884,0.169,155777,0.032,0.714,2,0.111,-30.264,1,0.0455,73.735,5,0.0371
6z6Z6toiFVbxgmIkyYgAjF,0.991,0.267,282253,0.211,0.849,4,0.119,-15.817,0,0.054,65.032,3,0.0523
2j6lRLb2Y6eFjVMwRVtMYA,0.323,0.637,186491,0.712,2.69e-06,6,0.337,-5.116,1,0.135,171.993,4,0.84
6GidmeWQfdToRtcfrqWgte,0.11,0.658,150947,0.631,7.33e-05,11,0.568,-10.12,0,0.0294,131.763,4,0.727
5lxpBuanJ9xFsB7Yv6RNuH,0.819,0.808,167805,0.658,0,3,0.184,-3.706,1,0.0341,128.067,4,0.859
79XNbTRe7WKZwnttyvkuIy,0.000242,0.43,95107,0.728,0.895,10,0.0909,-8.601,1,0.0365,134.941,4,0.263
6APBnfCBZmyJKaocgPY6MX,0.143,0.728,263403,0.569,0.598,10,0.463,-9.173,0,0.0377,109.972,4,0.333
5U7jIV7kh5iHKgUgslSgKB,0.936,0.606,228916,0.31,0.000213,3,0.281,-11.111,1,0.0289,140.293,4,0.22
0TrTgrUMCL0pMiGtngrUS6,0.00136,0.341,267613,0.893,1.72e-05,11,0.0671,-4.896,1,0.102,103.782,4,0.463
5qLZimSSfR8ZaU2KGmx8HZ,0.104,0.709,212667,0.922,0,10,0.176,-4.518,0,0.364,127.71,5,0.962
2B88a2MLXuyPgirL0sMjMO,0.209,0.717,226224,0.906,0,7,0.0466,-3.879,1,0.0396,174.077,4,0.971
6WLH03pRffbNXkGfUEDmpU,0.485,0.628,128765,0.517,0.237,5,0.0981,-12.562,1,0.0469,79.995,4,0.227
7F6f0GrWlOG0kVtdiCXCaU,0.179,0.553,259413,0.768,0,2,0.0784,-6.376,0,0.0413,178.075,4,0.926
4kD0FTirtA2i7mt271kmfM,0.914,0.674,156973,0.0688,0.00183,2,0.11,-13.152,1,0.0404,147.701,4,0.0698
5I8V18PYNOKqIHAIwPn0Ea,0.555,0.664,120333,0.186,0.00928,5,0.114,-16.097,1,0.0685,161.969,4,0.193
1QNIcIBXg4M2wXvTxHCQuo,0.969,0.132,604806,0.0542,0.928,7,0.0988,-20.167,1,0.0364,97.971,4,0.0518
0P9ggOmgbtSU27opv7QfiF,0.453,0.788,175073,0.479,0,6,0.143,-8.424,1,0.0293,125.046,4,0.555
6XHVuErjQ4XNm6nDPVCxVX,0.123,0.696,260640,0.454,0,1,0.155,-6.756,0,0.153,92.928,4,0.136
5w1MhmSc5S5iHnhy4s3fFb,0.875,0.489,313040,0.313,0.0125,2,0.235,-14.965,1,0.0633,114.71,4,0.332
0St15VfwiowqZnVohTXCcp,0.0742,0.719,334893,0.996,0.82,10,0.298,-7.349,0,0.0415,118.124,4,0.692
6ZpQJWIQvWf0EQgr3bScCn,0.00441,0.727,144287,0.764,0.344,9,0.4,-5.031,0,0.103,174.005,4,0.649
3pM12R2wrbZJFCVMMEeFS1,0.82,0.629,120000,0.183,0.886,10,0.109,-12.588,0,0.0317,80.025,4,0.252
3OqucjwU8VsOF6AzSd1XHi,0.438,0.427,582315,0.736,6.72e-06,0,0.0706,-2.624,1,0.0366,134.002,4,0.119
7Kd9aRamqqlKwB5PtT4lSf,0.925,0.151,212000,0.00804,0.776,1,0.113,-31.581,1,0.0552,135.61,3,0.0276
2eo3SFdWW5c0jadbj79MJR,0.546,0.738,216730,0.815,0,11,0.366,-4.228,0,0.0467,156.895,4,0.814
28LcejLJ4Yf5096gW8Jqze,1.07e-05,0.182,300800,0.864,0.783,8,0.0828,-7.382,0,0.0594,75.014,4,0.272
5xmjWsbzanFZFnWsIfzNUQ,0.209,0.509,136606,0.209,0.00234,6,0.0903,-14.619,0,0.0269,72.022,4,0.0382
7mwo8PbJGc1aKD4fl2cVXY,0.00137,0.505,211786,0.973,0.000117,9,0.185,-4.703,0,0.0904,134.917,4,0.287
2pVetFosBViB0FvWeLUeiI,0.0854,0.649,191318,0.847,0,6,0.214,-2.839,0,0.0708,93.058,4,0.583
14coUnNtseR1i4qRQMtuoP,0.464,0.545,214533,0.53,0,6,0.311,-8.063,1,0.0264,136.023,4,0.426
1VWhlXGI8HbPn73MvTxEhv,0.0453,0.631,269841,0.898,0.00124,2,0.182,-11.435,1,0.104,165.806,4,0.854
0YIWP5KuepXcVD9sOKT1iV,0.677,0.524,220880,0.494,0.000298,2,0.222,-7.416,1,0.0435,124.896,4,0.596
56K7H3Ipsce0Csn2v4u8kZ,0.802,0.361,355840,0.31,0.687,9,0.128,-12.102,1,0.0398,177.659,4,0.408
7fA3BwrbrioTWbuIPZAoE0,1.83e-06,0.19,329587,0.992,0.815,11,0.256,-5.929,1,0.104,131.051,4,0.0731
4W5LREYy8mr0tGcuaRTIXm,0.0512,0.723,262195,0.695,0.638,10,0.336,-9.602,0,0.0425,99.965,4,0.583
3NPYT4nilQ6YW1uA8I7orI,0.00936,0.507,282273,0.934,0.00175,8,0.222,-2.325,0,0.188,175.954,4,0.471
4EmvX5QYEuQOA1XO8pluVZ,0.792,0.201,180000,0.0756,0.855,2,0.113,-24.965,1,0.0435,138.993,3,0.0385
4d25P8ZpLeH8kCyLW44Eud,0.625,0.84,174446,0.733,0,5,0.271,-4.788,1,0.031,113.965,4,0.473
1CuumKZFOismWvJqwFo2Qy,4.98e-05,0.329,431400,0.582,0.805,11,0.0893,-5.489,1,0.0503,124.931,4,0.0872
5gXyQtxp31qbX4E6HM8A2I,0.00029,0.497,226053,0.992,0.573,10,0.283,-4.682,1,0.0605,143.016,4,0.504
1zc3ejK8IsDDbUZnDU1hDD,0.134,0.89,127660,0.794,0.000128,2,0.133,-6.769,1,0.203,102.11,4,0.552
4R15Azfk4yVZZVXYQKfR3b,0.0583,0.855,175866,0.945,0,1,0.307,-1.633,1,0.275,100.03,4,0.94
3cbSwpMhYwcwijm3d0J1uJ,0.278,0.67,169508,0.685,3.56e-06,1,0.103,-9.029,0,0.0631,159.942,4,0.689
672sXt55h2Ol2MTcbKR5Sw,0.791,0.678,153097,0.845,0.782,3,0.0637,-9.412,1,0.0392,104.653,4,0.965
0kNoaKZsJhGOkwleKWXmCy,0.0147,0.545,229029,0.914,1.41e-05,2,0.0597,-2.256,1,0.0543,174.837,4,0.841
2vTVfHkVRjxahWBUTrXl26,0.518,0.654,169404,0.894,0,1,0.216,-4.248,0,0.0811,181.929,4,0.88
6udFBv3qe6LOh2LfgVmbcY,0.589,0.169,247553,0.167,0.74,7,0.0902,-18.586,1,0.036,67.864,3,0.0377
2Py3ZHBP8K8BfJQgZUypPi,0.664,0.559,276964,0.709,0.000119,0,0.117,-7.219,1,0.0396,112.01,4,0.417
6KOfRBED9CFCTqU3ccWhEX,0.00114,0.457,313250,0.759,0.345,8,0.113,-4.117,1,0.032,174.011,4,0.0391
6o4AWPmqbT4KymHawEZ7Kw,0.255,0.738,316613,0.743,0,7,0.449,-2.12,1,0.0377,131.78,4,0.68
4D5fACpFqILP8V1487zz5N,0.054,0.703,461560,0.821,0.918,10,0.0947,-14.908,0,0.0464,124.985,4,0.912
6DQtDNrCpmzZkib6J8P6BI,3.44e-05,0.529,294640,0.834,0.000392,0,0.145,-6.534,1,0.0378,102.028,4,0.51
4vqpGBMzSNKeo6nmLcmk6k,0.000872,0.7,186577,0.863,0.0112,0,0.107,-5.109,1,0.035,129.992,4,0.543
1vlf2Vgfd06T5qgazqMHPK,0.632,0.578,212558,0.691,0,1,0.135,-4.849,1,0.0327,160.291,4,0.581
4VQAuV4Sj6JGwdvpiRKeqg,0.878,0.574,246880,0.117,7.15e-05,2,0.106,-15.58,1,0.0425,132.649,4,0.196
1epgq5vlHppDLBBNxKzpvL,0.00093,0.165,274500,0.995,6.84e-05,7,0.217,-3.26,1,0.15,74.993,4,0.132
7u018epVcYPTPVKCWAemLP,0.00144,0.591,234707,0.629,0.431,8,0.0705,-5.584,1,0.0273,114.072,4,0.183
1WBLtDCMZoLpcKBll83U6V,0.000525,0.332,344280,0.86,0,4,0.0821,-3.421,1,0.0452,180.027,4,0.421
3XyIbSdMnBv3nCbnqVjH3C,0.000368,0.747,281933,0.676,0.933,7,0.108,-6.941,1,0.055,132.07,4,0.0373
1clJRglifR8l4GqcjrysUJ,0.846,0.32,301973,0.24,8.03e-06,9,0.0723,-11.704,1,0.0339,133.032,4,0.31
6RylYK8ZlBLOJyffD3Np7J,0.00026,0.503,184947,0.957,1.73e-05,10,0.371,-3.634,1,0.0807,102.047,4,0.429
0pUMwbsKyJkvtpNJbothqe,0.000389,0.256,348027,0.987,7.67e-05,9,0.0442,-5.725,1,0.0853,98.983,4,0.166
2g7RfbrjDwkeFao5tk4iHv,0.454,0.607,219667,0.426,0,8,0.321,-10.044,1,0.0586,122.568,4,0.606
7pQJ4WRgIFCIHgrfRwwBSD,5.09e-05,0.77,189891,0.887,0.204,10,0.0824,-5.768,0,0.0579,132.03,4,0.491
2RxF44Vccixvm9VCk2VHTj,0.003,0.79,425147,0.82,0.269,10,0.0548,-9.701,0,0.0554,125.923,4,0.532
0bMjbgpgOMRcjjQA2AMGRS,0.0301,0.88,144147,0.545,0,9,0.0774,-4.847,1,0.074,87.981,4,0.802
5P11rW6aJErF37MTfRZS31,0.792,0.696,155507,0.547,0,5,0.155,-5.954,0,0.169,73.203,4,0.623
6Nenm0bjHwjCbTet7Zb9VH,0.000215,0.576,219627,0.837,0,0,0.191,-5.877,1,0.0326,118.974,4,0.419
4qROJfDdYpUFzXYRFB8X6s,0.364,0.52,194893,0.703,0.000505,9,0.986,-8.019,1,0.0363,150.203,4,0.768
4GpaLYNiBtksFdUOkrkYek,0.0696,0.528,197660,0.91,5.82e-06,4,0.0613,-2.665,1,0.0408,152.086,4,0.536
1qXj26IIx1XlLxjF5lkL04,0.144,0.0704,335094,0.623,0.872,10,0.0575,-13.286,1,0.3,76.949,3,0.0376
3a4nWJzJr2TDQVG2SfNYUc,0.012,0.782,337545,0.463,0.000119,2,0.302,-13.078,1,0.0469,122.091,4,0.826
3wbqAY2w7UZCHbDyqn1ycV,0.333,0.692,281987,0.854,0.774,7,0.265,-8.608,1,0.0804,95.026,4,0.782
31kKBUeeCGuMt9fPxDybde,0.51,0.676,258427,0.307,0.00284,8,0.123,-12.919,0,0.0279,110.857,4,0.163
4ScEl944mVtm97bNpmozur,0.00324,0.598,264000,0.727,0.885,4,0.0923,-9.214,0,0.0415,134.986,4,0.0388
6QNVYknUkjgXMHN44LllzC,0.00441,0.633,241293,0.942,0.778,5,0.124,-12.969,0,0.0454,144.996,4,0.207
1CpLV85mVNUsE4kVH8oOty,0.139,0,167500,0.612,0.975,1,0.461,-13.491,0,0,0,0,0
2MA9Qh9M1gzoE4HgCVLmac,0.000294,0.435,402627,0.716,0.00367,9,0.441,-11.676,1,0.0544,107.545,4,0.449
1llFIDWpncvYHrsc3aLIdv,0.931,0.391,67427,0.297,0.649,4,0.11,-17.613,0,0.0372,95.233,4,0.293
0khKzFdTDfzIcEIYQQiRFq,4.55e-05,0.163,250893,0.998,0.946,2,0.395,-6.162,1,0.13,150.806,4,0.032
0QDj02GbKvWBfa6dheB3Nm,0.00141,0.525,279292,0.963,0.00958,7,0.0758,-3.63,1,0.0587,183.049,4,0.465
68VvbNy49TykERfx9GJMVe,0.174,0.183,68110,0.962,0.935,11,0.717,-21.993,1,0.0452,79.642,5,1e-05
4n50zaTki7oJoDDAdrpDyR,0.52,0.582,201538,0.496,0,1,0.223,-7.789,1,0.0412,155.907,4,0.475
3nX1nZJoLqfNSBq19RPGS4,0.000139,0.56,274168,0.996,0.688,1,0.143,-5.276,1,0.0592,144.012,4,0.161
0XztcW5BuUDPV1TpFcDJb6,0.0318,0.692,219387,0.932,0.061,7,0.558,-7.377,1,0.0874,150.007,4,0.578
6cCHHwJAI4TEF1eukFeR97,0.331,0.696,217264,0.522,0,8,0.101,-9.945,1,0.0443,138.062,4,0.363
5ufFQnetTXvmGKjUkaBr7j,0.117,0.612,285560,0.877,0.00293,4,0.131,-7.799,1,0.0371,122.079,4,0.791
6eDqurv28sG5kd5iL9jcam,0.887,0.745,125580,0.418,0.774,9,0.105,-7.27,0,0.0462,103.502,4,0.738
6euXAIjAAuv0iRAf67KblL,0.0402,0.563,265412,0.644,0.0121,1,0.14,-5.678,0,0.0266,169.999,4,0.393
2Pmz8aqad67TXz68XeJChp,0.0404,0.416,206011,0.506,0.0202,9,0.11,-7.885,0,0.1,172.028,4,0.0613
7B03cmblGDvCtsBiICDda7,0.302,0.303,348206,0.346,0.29,4,0.433,-10.54,1,0.0292,160.049,4,0.0725
7nHXb0ce9MuoZg3uUGTGqA,0.127,0.0729,30222,0.968,0.985,6,0.893,-29.014,1,0.0443,177.409,3,0.00154
0SXCRGVFT4lLgGrrxIXnpH,0.481,0.831,212689,0.931,0,11,0.0261,-5.165,0,0.0484,98.018,4,0.948
60NNjFuigXAbCPftSfM1NW,1.03e-05,0.385,267547,0.925,0.253,0,0.155,-5.48,1,0.0762,174.125,4,0.435
5XsDOrcI4IVXcFLwFzjgTI,0.00831,0.473,228964,0.771,3.3e-05,0,0.0937,-3.932,1,0.0428,120.008,4,0.426
7cUyVxIT8JiDsVhdqeB3QP,0.744,0.464,261440,0.372,0,10,0.764,-9.754,1,0.121,178.798,4,0.488
3FPqolx3Gbz8bynQyKpnrJ,0.125,0.704,178106,0.587,0,1,0.0991,-5.666,1,0.0287,114.979,4,0.775
3AWPLOOFNh8vxh8yS5z8dj,0.765,0.732,217218,0.613,1.16e-06,1,0.137,-8.872,0,0.0352,102.481,4,0.924
7B0j5BgLKjhaLm6ZyvwnQ2,0.00313,0.851,481500,0.642,0.0628,1,0.105,-8.725,0,0.0446,124.996,4,0.691
6GJOUAsVWC4c0DnEfpMgAl,0.211,0.755,258547,0.739,0.348,9,0.179,-11.489,0,0.0503,123.451,4,0.695
5slqIACMWkpb6geNpCP49v,0.69,0.744,189398,0.708,0,1,0.115,-5.13,1,0.033,137.904,4,0.823
4iYTXFt6VEqN5EDIiFPuGf,0.741,0.491,362998,0.322,4.34e-05,7,0.134,-11.724,1,0.0354,128.78,4,0.523
6SptPJcmTkYFJOy75hD1Rl,0.2,0.478,267973,0.947,0,8,0.345,-2.685,0,0.0794,129.931,4,0.578
5RmrLfHUfvcStOAUXQr5TJ,0.871,0.403,287274,0.209,8.97e-06,7,0.153,-13.908,1,0.0318,130.856,3,0.339
0z7ngxdMh33QPN8361yzb5,0.0412,0.427,354471,0.957,9.4e-06,2,0.357,-4.297,1,0.096,155.988,4,0.325
3zIL7Vwl72Hhq3wEljKxzT,0.441,0.343,282720,0.755,0.875,1,0.37,-7.662,0,0.0497,158.018,4,0.0793
65lzRdaTSuLkNrCWcSefGi,0.291,0.66,230909,0.47,0,5,0.223,-5.217,1,0.0302,131.953,4,0.636
6X3drSktexnQtYpXtL0T0q,0.784,0.111,170303,0.636,1.0,2,0.112,-32.014,0,0.102,71.384,3,0.00782
4OH25prD5C5bj1wgYBu7tC,0.464,0.466,315682,0.474,0,10,0.0811,-6.594,1,0.0259,135.892,4,0.295
6b6iNiE1qiH1iZ6mYEOU5I,0.105,0.488,116387,0.437,0.974,2,0.141,-15.779,1,0.032,129.856,4,0.918
1ZEHPid4qHr05Z7QpwLJuW,1.26e-05,0.591,192827,0.958,4.54e-05,11,0.216,-2.584,1,0.0505,125.031,4,0.696
1cERvLjc7iYWgOqmTRQo8j,2.84e-05,0.397,211667,0.991,0.642,11,0.158,-6.114,1,0.253,154.328,4,0.0535
2DYI7HwBQiqAFW103kJ948,0.118,0.194,236000,0.17,0.473,2,0.104,-31.599,1,0.0807,83.988,4,0.0278
2A99525pTSb1uWGOhS5iQY,0.366,0.377,179867,0.585,0.00451,5,0.242,-8.894,1,0.0336,119.943,4,0.579
55dgpvLRCydVu360cHvkat,0.00489,0.804,205000,0.814,0.573,4,0.108,-9.391,1,0.0575,123.999,4,0.324
1eEWigdKC7UyhnfUBax4Ii,0.318,0.619,200387,0.756,0,0,0.141,-9.764,0,0.118,112.366,4,0.702
5WmulZwnY1U5566pqYWstk,0.782,0.558,321912,0.312,0,6,0.105,-11.001,1,0.0363,148.534,4,0.309
3ZJ2gYkZmXcQ3iPOiC0hGe,0.566,0.428,256467,0.493,0,5,0.202,-6.501,1,0.0303,80.035,3,0.436
7FROOyFNVDaTbnnBcghUXL,0.334,0.709,262687,0.779,0.000266,8,0.387,-8.187,1,0.041,129.022,4,0.611
1q0hYmsjjXnDOV5EXZmBUL,0.107,0.663,308013,0.875,0.000261,7,0.0667,-3.532,1,0.0428,119.986,4,0.742
3tZg5LxZIBDZLujWhA9UON,0.39,0.605,256920,0.987,0.00132,1,0.117,-2.413,0,0.258,142.838,4,0.111
0vH3ZghvyoUSZmMNL1dTls,0.00214,0.583,183760,0.915,0,0,0.395,-4.007,1,0.0811,172.097,4,0.88
2jJIxT6WAIVWzDo3Ou53Q0,0.0619,0.682,247603,0.934,0.926,7,0.106,-4.822,1,0.0741,108.982,3,0.0708
4z4whpvrJuYUdD0tdOJvCJ,0.104,0.852,373515,0.699,0.0129,10,0.0767,-9.888,0,0.0717,123.018,4,0.941
4WavKgM3uKTvGWianB1r0p,0.253,0.775,139751,0.905,0,5,0.429,-2.971,0,0.238,123.05,4,0.776
3tcyWEEU44NDGjjrgldRZo,0.336,0.669,164840,0.401,0.902,2,0.0823,-11.852,1,0.211,175.983,4,0.574
0TKvqt4IGLqVpQA6RpbqHA,0.946,0.719,188000,0.203,0.303,6,0.187,-18.857,1,0.0433,120.017,4,0.424
4pAMXFfqg60vE71VDSR8LG,0.979,0.696,115500,0.0349,0.927,5,0.102,-22.63,1,0.069,119.979,4,0.275
1fhDuwng0IJB3SqG8DHEP1,0.932,0.502,65280,0.317,0.902,2,0.0999,-15.961,1,0.0352,111.601,4,0.925
1Nq9uiBzxv6NPnIoSOCQaM,0.112,0,72652,2.03e-05,0.331,9,0.663,-8.327,1,0,0,0,0
23eLpLRI1NZejKSQfxHGfw,0.652,0.589,168427,0.937,0,1,0.179,-2.332,1,0.0383,171.033,4,0.809
1cM3HvkOxMKfIoQ2oOrq7k,0.0219,0.825,118773,0.515,4.74e-05,6,0.0918,-9.533,0,0.078,113.055,4,0.225
69agFlVbPwS5RqjfB1Zkst,0.856,0.591,194386,0.154,0.0891,5,0.086,-14.839,1,0.0364,78.0,4,0.551
0wr14MmB2HiTNIL8oOJUhm,0.0308,0.284,546300,0.404,0,0,0.0975,-9.475,1,0.0323,129.891,4,0.112
0pSXxKWtVz7SX343vVGNAI,0.00508,0.748,535680,0.892,0.0617,4,0.326,-8.088,0,0.044,124.999,4,0.739
0n2lJjskWdFCvLI3ExAGha,0.353,0.715,172000,0.906,0,8,0.112,-5.478,1,0.28,101.088,4,0.777
