track_id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
517HPctLHA8fncBNBmhsNW,0.151,0.502,112411,0.863,1.71e-05,10,0.113,-5.291,1,0.0401,107.73,4,0.754
0SSIu4CcGITHdatDmjlA6H,0.0937,0.734,146373,0.823,0,9,0.0853,-3.684,0,0.0853,122.143,4,0.409
6YkHVqat98bE2q9idrZEYX,0.885,0.887,172778,0.291,0.000261,8,0.105,-11.574,1,0.08,123.962,4,0.75
1VsLooKcj4aeV9BFI2hkj0,1.86e-05,0.228,563227,0.981,0.0318,7,0.192,-6.099,1,0.136,122.936,4,0.0379
0MzR4cY289XW6VwKpIdhrb,0.806,0.706,223987,0.478,0,0,0.171,-8.628,1,0.118,85.293,4,0.9
17xAiso6mNWpcNQ82JOsAa,0.926,0.607,177493,0.314,0.912,5,0.104,-15.652,0,0.0317,130.913,4,0.135
6xRglH0lCDxiHEjbDRxT3v,0.00193,0.903,247000,0.476,0.0343,2,0.285,-8.298,1,0.0532,119.974,4,0.825
0ViUZDRHUXYPfrloKITuMK,0.993,0.135,403114,0.0271,0.983,9,0.0907,-29.209,1,0.0373,70.888,4,0.0376
3HBifoZvJ5ThoUuYdHpKpr,0.444,0.581,308096,0.588,0,5,0.113,-5.658,1,0.0338,113.93,4,0.432
0r7t3BGpa1BrDak0fSGSbj,0.41,0.709,168803,0.574,0,7,0.19,-6.462,0,0.388,103.804,4,0.553
1sOdrnu0JzDlNXa6rmci6X,0.0364,0.635,226573,0.957,0,9,0.263,-2.485,1,0.121,124.012,4,0.754
6vCzWS8xkRbilNXuwvuQ7O,0.011,0.585,244973,0.752,4.98e-06,2,0.266,-5.552,1,0.04,119.962,4,0.34
1sGI7WBJBbKrYRD9Rcw8tM,0.0429,0.49,205573,0.937,0.866,1,0.0864,-7.507,1,0.0529,164.595,4,0.14
1RkbKEnC2pNfcz416pufk4,0.897,0.612,107130,0.425,0,2,0.219,-11.074,1,0.0599,142.962,3,0.64
4MPzdY0ubmyCHPZ0t54bUE,6.22e-05,0.5,282893,0.99,0.00568,6,0.242,-5.985,0,0.111,135.968,4,0.396
0AcG0TlryV8Tm1m7jTpoJI,0.00304,0.699,161653,0.837,0,1,0.0705,-4.55,1,0.214,143.693,5,0.404
2SXrg51ciQMurVKgwTpatg,0.104,0.424,228846,0.732,0,1,0.108,-4.547,1,0.0393,160.287,4,0.426
3VhoqmW3pl0LqBIyCEAKMG,6.57e-05,0.298,288380,0.942,0.666,11,0.0861,-5.41,0,0.182,179.811,3,0.0384
2UVwOER7fxnJMXb2lUpAda,0.92,0.215,192223,0.388,0.588,7,0.122,-12.146,0,0.0317,69.897,4,0.0607
5N1ede3QcEvtJNtM1een6B,0.00475,0.579,259128,0.767,0,2,0.394,-6.916,1,0.0399,149.975,4,0.475
5pDnJvkwG3mzcPzBkHNVE1,0.235,0.45,184000,0.63,0,7,0.262,-6.803,1,0.327,180.192,4,0.381
51yY5xZGEz8KKqIYKJw1cU,0.451,0.79,83938,0.397,0.778,2,0.0638,-12.51,1,0.0446,105.936,4,0.637
6eusV0VRyhmGzK0SX7luPl,0.721,0.681,154671,0.536,0,8,0.111,-8.87,1,0.429,67.164,3,0.771
0bcxkIQvvDJ6YWD6xYRh5y,0.337,0.667,197659,0.489,7.88e-06,2,0.0855,-7.012,0,0.0388,141.88,3,0.184
3vPGtuqpidcbRhvX7SAGrQ,0.0774,0.349,204375,0.701,0.107,2,0.113,-7.096,0,0.0415,167.981,4,0.523
0WlOpcLjjYU1JIRn512tGv,0.1,0.406,76701,0.0907,0.961,1,0.167,-39.193,1,0.0411,90.477,4,0.0382
6nXwthh92R2HlnyBWtHgHP,0.645,0.723,200276,0.56,7.42e-06,5,0.228,-8.324,0,0.035,145.022,4,0.619
37i4DH9sJqqzpM95mrQ6Sv,0.378,0.773,184294,0.871,0,7,0.219,-6.049,1,0.041,156.028,4,0.973
5KaJkkMcCZbuJKlEi0ybqe,0.973,0.322,190640,0.28,0.917,11,0.121,-20.13,0,0.0465,117.787,4,0.0334
4qnHUTwKMqRDSN5honTKBq,0.894,0.388,146750,0.339,0.876,0,0.135,-12.082,1,0.123,82.183,4,0.672
3pS1o7AFco7QrjfkOHFYdI,0.0129,0.576,158707,0.812,9.63e-05,2,0.572,-5.526,1,0.0545,142.37,4,0.653
7t7bFIEU06QMD2RaMkqMaf,0.0469,0.677,292589,0.906,0.000583,3,0.0902,-4.307,0,0.152,89.959,4,0.819
2lOsZvRa3T4WsS4w9igOx3,4.35e-05,0.807,345078,0.65,0.826,7,0.0425,-11.144,1,0.0668,123.955,4,0.71
1GNv5AlNbnhwu1vJsRo22l,0.988,0.243,164500,0.204,0.937,0,0.127,-22.951,1,0.0534,169.065,4,0.305
7gsWcwi6Y1hj2WSNxnm12K,0.778,0.629,231200,0.305,0,6,0.117,-13.996,0,0.0315,120.103,4,0.263
1f9lD5VdRIGdSihiIwOFSx,0.282,0.881,149113,0.595,0.000117,11,0.112,-9.781,1,0.0714,130.019,4,0.911
7J2ELTdxSwjL5V9xhfxbCn,2.59e-05,0.438,307053,0.961,3.05e-06,11,0.134,-3.504,1,0.0825,90.004,4,0.445
7zsw78LtXUD7JfEwH64HK2,0.77,0.384,291693,0.18,0,0,0.367,-17.279,1,0.101,73.603,4,0.368
26ZDH36PCzyG1Wf44pYFdN,0.829,0.59,224000,0.533,0.833,0,0.0859,-12.353,1,0.0501,159.95,4,0.303
6lTWC58uQn21oIZvsweXph,0.348,0.149,400427,0.617,0.922,4,0.318,-6.053,0,0.0581,135.748,4,0.0569
5elGNGZOsMOAxE7UXOs1WB,0.186,0.677,135000,0.38,0.793,7,0.127,-9.984,1,0.0667,145.503,4,0.27
5LNH7wiiBtYJ3oHsJQI8SM,0.00185,0.795,328347,0.637,0.865,1,0.06,-12.457,1,0.0491,122.192,4,0.464
4asON1CkiW73QaQSRrumH4,0.469,0.0604,198816,0.625,0.974,4,0.173,-11.971,1,0.084,60.214,4,0.166
6AoxvIkhJUD0o6Ak7esnS0,0.702,0.718,185547,0.675,0.000915,6,0.0801,-9.701,0,0.0303,110.557,4,0.925
2Z3IaUbfcS8oqxmipQTkGh,0.853,0.539,276907,0.372,0.0299,7,0.106,-8.864,1,0.0304,147.078,3,0.313
397soFmo957c06uceEAZFE,0.00403,0.602,308464,0.936,0.000128,0,0.288,-5.674,1,0.0819,140.043,4,0.345
3M20UDuY0y7OmHKcmCysay,0.92,0.106,323107,0.0762,0.803,7,0.0853,-27.515,1,0.0366,180.124,4,0.0384
5IP5BqSxWNQ6aixiVGLC43,0.748,0.214,307612,0.395,0.897,5,0.0936,-16.541,0,0.036,158.809,5,0.0883
0S7KQjD6gm3cdObotzSTO2,0.542,0.601,236787,0.45,0.000653,2,0.293,-9.663,1,0.0304,133.186,4,0.442
5MmqYDAYAmbBwiqRtBO4sQ,0.00294,0.807,491901,0.708,0.732,1,0.127,-9.762,1,0.0648,120.998,4,0.593
1XjsGQmcfvFRi5QprzxVq9,0.0687,0.49,202116,0.965,0.172,1,0.241,-4.186,0,0.392,158.084,4,0.274
6CVga9CXgos2XjSvmWVrCD,0.0146,0.69,569880,0.98,0.855,2,0.134,-10.095,1,0.0501,115.716,4,0.0848
3pJIlfJpdSYDSjjs5tVWSZ,6.89e-06,0.145,263455,0.971,0.246,6,0.307,-4.928,0,0.12,199.903,4,0.0887
6qUabsNxudatEFedWGHoDh,0.0056,0.859,207394,0.77,0,8,0.0731,-5.358,0,0.345,155.025,4,0.348
5aF6QoUUoRU8TKEWKNODLb,0.00981,0.93,186667,0.633,0,1,0.1,-5.072,1,0.0596,134.987,4,0.251
4JlhJdfB48LvwVjU619kuM,0.0542,0.669,100500,0.444,0.887,10,0.132,-16.759,1,0.0427,140.859,4,0.364
44ME4h1RuSByXJBt7pwaA7,7.96e-05,0.524,185210,0.989,0.378,6,0.341,-5.778,1,0.0523,99.889,4,0.534
1EXphtuNbjwG69Cb4YIxsd,0.0385,0.182,154326,0.604,0.693,9,0.515,-30.842,1,0.044,145.775,4,0.0356
6xYMj5eo8YYOuHXBZOXBL9,0.909,0.415,241453,0.261,3.19e-05,4,0.112,-10.715,1,0.0371,139.739,4,0.427
2wnjZXcAT3rCjjqxLeHjv7,0.0339,0.565,204333,0.526,0.000119,0,0.11,-11.352,1,0.0365,167.936,4,0.637
3yc4ioKMDoCW1QwzD5C9oC,0.0757,0.401,510982,0.724,4.17e-06,3,0.838,-6.614,1,0.0351,136.425,4,0.144
0VpsdxNjxNv7p2we6gp2Ws,0.32,0.697,188944,0.93,1.77e-06,10,0.125,-4.515,1,0.036,94.006,4,0.886
5wAlQOowkot1VSG3iqUNMt,0.0146,0.655,166737,0.978,5.92e-05,5,0.374,-1.532,0,0.0666,95.027,4,0.126
5YTAptJrRRYMCTEax5KyhI,0.00473,0.503,63999,0.935,0.077,11,0.389,-5.676,1,0.0738,150.038,4,0.188
50Uf5o0LGW9SRFSz4sLjML,0.584,0.176,327013,0.521,0.963,11,0.216,-10.428,0,0.0474,74.977,4,0.142
6bUJiOxM6Qczq3ULSEUaFC,0.00147,0.486,237120,0.932,0.000514,6,0.978,-6.98,0,0.111,135.844,4,0.334
15iq5WxyFfvnalHSnPOI6G,0.119,0.552,243606,0.969,0,9,0.33,-3.746,1,0.0663,89.954,4,0.187
754yAJEKeuS5nrVOGA3qWc,0.000331,0.705,561742,0.869,0.756,4,0.317,-7.311,0,0.0407,126.022,4,0.663
1cSF0YCBQMKiiZy6fM2g5O,0.995,0.629,54783,0.0216,0.908,0,0.139,-20.836,1,0.0978,66.03,5,0.658
1fMnqF3hdQWXiC5Amb9EI0,0.984,0.0627,124805,0.00202,0.88,5,0.113,-37.486,1,0.0467,67.996,4,0.0397
1CkInVD8nTPHYHqaSryPO6,0.535,0.117,431077,0.484,0.911,2,0.231,-20.067,1,0.113,94.998,4,0.0348
5ynCNwoLOOHoJU4N40m97V,0.0005,0.486,260000,0.978,0,8,0.203,-2.591,1,0.0934,100.012,4,0.397
7yGdY9qvZJmFbISu3DdrC3,0.0219,0.713,177093,0.731,0,0,0.245,-5.83,1,0.042,129.988,4,0.702
3ys2cAA9PKud8vdwwqf9aN,0.499,0.66,227707,0.808,3.6e-05,7,0.117,-4.606,1,0.0251,110.007,4,0.591
2sM2ATttb7TVtIAD2VMJrl,0.593,0.707,91436,0.356,0.778,11,0.0974,-8.966,0,0.0641,168.01,4,0.534
50nAh1unEG8f002aP0fEaN,0.797,0.227,60177,0.54,0.983,10,0.118,-28.718,0,0.117,113.287,5,0.0283
2etqMd6kibMrZoPCPd2fMi,0.893,0.833,79067,0.528,0,8,0.604,-9.582,1,0.238,133.742,4,0.87
7e4xPma019GgBJ9akT42sZ,0.369,0.772,129868,0.596,0.285,0,0.127,-7.105,1,0.229,91.064,4,0.469
34zthZs12GJq9OcmFnUqB2,0.141,0.728,215213,0.821,1.46e-06,1,0.0833,-3.407,1,0.0559,130.018,4,0.73
2uDL2yZxX9d3lp7Ttv5Pxa,0.00327,0.795,146627,0.902,5.54e-05,7,0.148,-4.834,1,0.0431,129.079,4,0.547
0FlPKWNvl0ZJxQvw3UK3ja,1.18e-06,0.141,439307,0.994,0.952,4,0.182,-6.104,0,0.119,102.337,4,0.0336
3LFpMEK99X7POAMSxbcgat,0.00143,0.781,288419,0.868,0.683,7,0.141,-6.289,1,0.0462,132.973,4,0.837
5Xa8AhVrlg4W5deVWGb22G,7.1e-05,0.225,229453,0.929,0.945,2,0.148,-4.92,0,0.172,117.079,4,0.0574
2RpHErrNFoo8A7MKAQS7tD,0.493,0.814,119111,0.226,0.904,0,0.446,-13.278,1,0.101,135.046,4,0.2
0DZcVgCgqlNaAhaDtXyTsS,0.00389,0.778,314894,0.666,0.368,10,0.162,-4.428,0,0.0542,125.034,4,0.765
0evYoPRWnnQ6ACNC0LJPul,0.000379,0.795,432000,0.652,0.881,2,0.0879,-8.042,1,0.0434,124.995,4,0.121
5R8eNaQt60Adc28PMj5nq4,0.0651,0.687,208666,0.742,6.74e-06,9,0.109,-6.411,1,0.0424,173.056,4,0.914
6N7LquYjc3c53qr4PSJbi5,0.00208,0.522,191896,0.585,0,7,0.0909,-7.205,1,0.129,97.99,4,0.411
4MDgJVi7rBEU96JbbAcM7b,0.827,0.417,213293,0.349,1.39e-05,2,0.0841,-13.115,0,0.0324,115.875,4,0.0681
7xn7mJpuwRSdePLyBVGjcU,0.853,0.47,268328,0.225,0.000103,9,0.162,-12.64,0,0.031,95.829,4,0.155
6rV8hLHi0LbeCXv3mybQMv,0.00267,0.737,240000,0.888,0.303,1,0.152,-6.457,1,0.0585,130.004,4,0.299
0MuNLdcYFEx8NC7ormxtYX,0.0114,0.555,236147,0.935,0.00176,4,0.214,-5.294,1,0.112,99.475,4,0.376
2BK6ZWj4NqTK8rDPPUorEA,0.0345,0.8,423394,0.703,0.852,6,0.108,-11.265,0,0.125,126.998,4,0.272
4u4yBJmIws6XF0bfJx12tA,0.149,0.079,87323,0.446,0.245,7,0.136,-8.991,1,0.0379,171.535,4,0.376
5gcUEklXEEtWnkjRfKzMvi,0.183,0.745,218333,0.565,4.49e-05,5,0.104,-7.2,1,0.0473,93.043,4,0.544
081eB5su1F6rXFHoo6HQgU,0.988,0.677,203544,0.135,0.934,11,0.0783,-15.654,0,0.119,78.898,4,0.268
3PE8sxELICJTegNFMriRyM,3.05e-05,0.603,332717,0.982,0.768,6,0.0797,-4.088,1,0.0506,140.006,4,0.111
2TnfIvH4ywjwcJiS049sdh,0.139,0.835,124528,0.681,1.31e-06,7,0.392,-7.07,1,0.0727,106.054,4,0.195
2fQw8yRiLIXrT3lPeVJNJ5,0.966,0.507,196000,0.287,0.939,8,0.108,-12.172,1,0.0305,136.005,4,0.0531
6srWGsyvfNmQHUFOW9WWV9,5.36e-05,0.809,371963,0.723,0.899,11,0.337,-8.415,0,0.0765,124.995,4,0.224
7M9rxkx4HV7BR0dosAkLyS,0.629,0.51,154019,0.412,0,0,0.193,-8.447,0,0.0364,78.972,4,0.247
0ydswfUaEoPHAbtjMMrYxx,0.98,0.177,126933,0.297,0.929,5,0.0851,-10.632,1,0.0362,67.931,4,0.284
3xuxTwpjlDJOINKCkewMwQ,0.276,0.4,260333,0.95,0,7,0.971,-1.945,1,0.128,165.883,4,0.452
3cNsLpqu5TGoGKwM6cyZXB,6.53e-05,0.58,243293,0.978,0.83,1,0.349,-3.586,0,0.0478,140.031,4,0.657
0A496x5Uwuivwvive8jEsl,0.477,0.711,180320,0.776,0.501,8,0.0593,-5.148,1,0.184,116.388,4,0.842
1bMvYcb56PjZmxjvAxckGz,0.00123,0.126,212040,0.993,0.906,1,0.0879,-4.156,1,0.117,180.015,4,0.0377
2YVTP1pVhmiTpXqZEHUEg7,0.081,0.458,238571,0.782,0,7,0.174,-8.781,1,0.0658,96.01,4,0.908
2eYJSfG4XE5M1PbcecUiMd,0.0133,0.645,200360,0.944,0,0,0.667,-5.451,1,0.0565,99.971,4,0.396
15CTEO3L1CyZ0IVvsuodKC,0.000541,0.435,401960,0.956,0,5,0.636,-3.941,1,0.0564,131.998,4,0.307
48LsRSuAR1C4FcXeqlZxJa,0.057,0.565,214506,0.95,0.000186,9,0.244,-3.604,0,0.125,164.924,4,0.508
1HVjSh7scH1PaPiLjy2LEu,0.969,0.251,15800,0.508,0.999,5,0.952,-10.564,0,0.316,184.051,3,0
5rSgqeuYRcmelo0G7542ez,0.573,0.758,242693,0.679,0.917,9,0.0932,-13.531,1,0.0545,103.955,4,0.84
2bLphDJvGyfjPbmxs7V4rX,0.738,0.403,300216,0.436,0,0,0.174,-7.85,1,0.037,129.667,4,0.426
1IrrUkNLEsZXC4vdwbqkhr,0.528,0.757,182005,0.63,7.54e-06,1,0.21,-8.716,0,0.0448,90.065,4,0.751
4JrGSwpT4RqDOsS6sE4zbn,0.616,0.75,195736,0.667,0,10,0.263,-3.219,1,0.0595,134.891,4,0.695
73xAQWV4i6aASNqCkqR1OU,2.1e-06,0.24,316869,0.979,0.566,2,0.334,-6.965,1,0.0812,135.018,4,0.0861
7jZohYbYAs1Pdl3i2u2c4J,0.0316,0.631,324067,0.647,0.0079,2,0.0946,-6.433,1,0.0418,164.191,4,0.762
20rwogC6aE369YsxFb5aRp,0.802,0.583,215305,0.452,0.00632,11,0.143,-10.459,0,0.026,79.999,4,0.327
5KIOfWtUEKrxDNi4OnIpg2,0.995,0.395,165021,0.0826,0.93,5,0.126,-18.982,0,0.0432,93.288,4,0.119
1F42V7IqVucDt1d9NkADKG,0.342,0.493,205200,0.429,0,0,0.154,-9.893,0,0.0426,112.282,3,0.641
2i3Aau7C8pB9gfZmtNHRgT,0.153,0.672,202093,0.873,0.0674,4,0.488,-7.203,0,0.0385,131.974,4,0.73
78KLpj8tmhPto1d1q2FnLI,0.604,0.477,256227,0.599,0.00019,11,0.112,-6.895,1,0.031,160.056,4,0.295
4OH2bpEQzdYBXmOebVKWLn,0.979,0.231,153800,0.0239,0.725,2,0.18,-27.821,0,0.0398,113.51,1,0.0605
0KV51dMkPXyebbgKs2vYkT,0.973,0.393,157400,0.0144,0.896,3,0.0937,-27.144,1,0.0462,134.887,3,0.053
0xNIIXQrCQq49w0iRpW2bW,0.164,0.652,268147,0.828,0,2,0.127,-7.433,0,0.387,148.027,4,0.434
7vExAJV1OEdd9mNkjaGPuO,0.00203,0.7,363307,0.845,0.0343,7,0.0857,-8.127,0,0.0367,126.999,4,0.52
7LGyAwowOr72wiBTsEL4tL,0.643,0.604,192000,0.496,0,7,0.368,-11.411,1,0.0413,80.0,4,0.196
3gcCORMnqJKfhYegFr1r9i,0.993,0.466,156004,0.0308,0.915,5,0.101,-18.933,1,0.041,70.179,3,0.292
5ubgAizDbpIWezMZ2W9Nwt,0.625,0.619,371020,0.669,3.58e-06,5,0.157,-5.745,1,0.0369,133.948,4,0.335
73HYWlN3OO01k7sGN3PjI5,0.76,0.554,270533,0.574,0,11,0.133,-5.294,1,0.0326,131.017,4,0.463
6yM82PxMywRHehdoQgQT8p,0.147,0.718,203040,0.626,0.00207,10,0.0994,-9.049,0,0.0604,107.288,4,0.662
7rDIT3R9tp5qnT0r7OFKtm,0.223,0.233,66299,0.895,0.996,10,0.975,-28.413,0,0.0617,80.749,4,0.0247
35Ocr7h38aa1erSPuyUUR9,0.0845,0.43,319077,0.829,0,4,0.112,-9.146,0,0.162,141.277,3,0.445
3OZ0wnC7m5oPcT8sRxcRe5,0.947,0.547,120000,0.282,0.866,10,0.099,-10.151,1,0.0306,80.008,4,0.0788
3ireoYZ74SSTdsqbfSDyjK,2.81e-05,0.191,361140,0.884,0.824,5,0.141,-5.194,0,0.0601,125.015,3,0.0639
16cuM5q46CqebnhdRB1nQG,0.864,0.552,198857,0.48,4.16e-05,2,0.297,-5.711,0,0.033,140.142,4,0.111
0zmOnwMT92MMZxfE04TbKt,0.00458,0.569,194696,0.917,0,10,0.221,-4.538,1,0.0575,133.965,4,0.582
5Uw0PEhe0YC7IXweEx6bMO,0.474,0.753,232800,0.514,0.00147,3,0.184,-8.159,1,0.055,120.073,4,0.65
1eOMEeUunIu7kvPlFuPrgm,0.934,0.62,187468,0.472,1.81e-05,9,0.196,-5.878,1,0.0313,113.9,4,0.355
5m1BXyUyh1QXKYkzbqAH6E,0.0142,0.704,158375,0.657,0.888,10,0.158,-4.231,1,0.0443,184.076,4,0.702
6n74ykX3XHIeril32rbgue,0.000348,0.722,344000,0.892,0.911,5,0.102,-7.197,0,0.0361,125.005,4,0.437
4mjjr1EeynuE236oOWeEMK,0.106,0.599,280000,0.708,0,9,0.1,-5.567,1,0.0736,96.122,4,0.628
0BFGPgLej2COqSzwxKmpkU,0.972,0.296,106214,0.0318,0.965,3,0.128,-29.544,1,0.0377,178.746,4,0.181
1YQB4QlNPD73GYPNuRRcyk,0.0387,0.64,243973,0.905,0,9,0.284,-3.914,1,0.039,118.003,3,0.663
2b0oFT5Ky5NqvwvT5ELfsj,0.967,0.424,387800,0.0189,0.895,7,0.133,-26.86,0,0.115,111.498,4,0.167
3GiEEED2kzjx0shCZhQQ2y,0.212,0.874,179077,0.767,0.0861,9,0.0933,-9.297,1,0.0706,130.005,4,0.429
6HRQ2TCrIFhZpIdI9DyhEh,0.00236,0.57,216938,0.961,0.00014,5,0.222,-3.913,0,0.0871,150.056,4,0.452
2CCvwL3lgXH94oajKSOblm,0.953,0.649,187857,0.158,0.848,9,0.0639,-17.229,1,0.164,84.031,4,0.425
1iZlAgz4EeDZfPnUfI1jPV,0.866,0.42,216093,0.235,0.127,11,0.108,-10.617,0,0.0324,118.217,3,0.196
3hJ503kV7rIGBeW6mQ3HF0,0.161,0.133,94297,0.997,0.997,9,0.428,-17.098,1,0.0638,69.62,4,1e-05
1aIDmi7GhfDSVGzsPH3cV4,0.509,0.487,284853,0.414,0,10,0.117,-8.779,1,0.0279,76.953,4,0.352
0zuH9aSrPkctSaAn1kPN86,0.284,0.722,185547,0.686,0,7,0.236,-7.145,1,0.118,90.27,4,0.429
5yRmLJVIlnKjXHaxcausn6,0.786,0.763,210573,0.742,0,10,0.114,-3.501,1,0.0373,139.047,4,0.835
1TQUhK0A8cMicGMTCAfjli,0.00156,0.601,349643,0.79,0.0602,10,0.17,-3.367,0,0.046,168.0,4,0.321
2gBefHZUvwnZBSRNIxHiKY,0.0771,0.304,441172,0.477,0.9,4,0.121,-14.788,1,0.0356,111.855,4,0.0639
0pbeBzl1a7vXnXpk583TgD,0.134,0.356,230310,0.959,5.25e-06,7,0.761,-3.198,0,0.136,137.93,4,0.465
0T5qABWOBtr9qbTTx54PSG,0.791,0.686,253293,0.212,5.73e-05,7,0.288,-16.961,1,0.0495,134.12,4,0.189
4dHqQJ7jPBsOwbg8cJX1ER,0.00713,0.401,234586,0.872,0.00105,5,0.94,-1.9,0,0.0729,96.487,4,0.241
7IszPgWG66iEAnc7rPa0IY,0.471,0.617,211471,0.696,0,10,0.118,-6.45,0,0.314,66.436,5,0.841
2kq2ScpL7OelKExwi5ZEUC,0.21,0.403,805688,0.73,5.4e-05,4,0.552,-2.79,0,0.0356,141.075,4,0.225
1qn9WE5A2u3My3bV2q03MT,0.0446,0.658,224880,0.718,0.0036,5,0.2,-8.128,0,0.076,80.112,4,0.514
5FWr7hA5wQpQQMOm83RLsZ,0.471,0.489,285048,0.335,0.878,5,0.0934,-15.443,0,0.0572,114.998,4,0.0394
3p8oFvXC6zZwkAgBPIiyAQ,0.00664,0.498,198736,0.991,0.000702,6,0.438,-1.051,0,0.182,91.044,4,0.2
012ZAmN5ECf11C19iOeyj7,0.0283,0.829,125804,0.639,0.000232,11,0.441,-4.079,0,0.0252,113.956,4,0.847
32gehsgydtzGss4ZxP13aR,0.472,0.614,209147,0.842,0,10,0.181,-5.412,0,0.298,140.004,4,0.635
5O7KOryUNhEK5ev7OLWUGe,0.00367,0.623,218437,0.964,0.665,9,0.0972,-2.631,1,0.061,128.024,4,0.547
4ePrNI7uXjBIaWzTq5l67R,0.0707,0.934,222857,0.484,0,7,0.362,-11.67,0,0.148,139.905,4,0.666
6BPl7VgC0prOHj1dQl6qZE,0.419,0.605,193901,0.749,0.0712,1,0.2,-9.748,1,0.0432,143.065,4,0.964
2gdCsrNrQlMj2EFnsMFUHA,0.117,0.0788,88230,9.94e-05,0.194,10,0.327,-26.43,1,0.193,168.156,1,0
27NSDHdQIEzV6DLIVUoHKI,0.561,0.588,159657,0.746,0.676,6,0.144,-6.123,1,0.0679,77.028,4,0.358
702x8VYOyJQBuI0KufjQVY,0.229,0.562,279934,0.546,0,5,0.157,-8.167,1,0.0276,119.968,4,0.211
0SLA4aAvnwVO8TNAfcVv4P,0.0056,0.806,414194,0.786,0.787,9,0.0994,-10.179,1,0.0486,124.033,4,0.522
1qlSlUzvKDuBlETIxwmVJF,0.206,0.695,576133,0.942,0.301,8,0.298,-6.379,1,0.0774,136.029,4,0.851
2qT1uLXPVPzGgFOx4jtEuo,0.04,0.699,205920,0.713,3.11e-06,9,0.294,-5.507,0,0.0594,121.993,4,0.354
5ayf7MiGb4OleRyIg8wOn5,0.0091,0.403,517600,0.693,0.479,2,0.93,-7.506,0,0.0301,95.052,4,0.169
3vkx8zeclICui76ccWUzYU,0.00426,0.561,286973,0.273,0.873,0,0.296,-17.533,1,0.0268,95.011,4,0.328
2qypWWbZHZqTyArz5b9fCZ,0.0271,0.64,288267,0.519,0.944,2,0.0769,-10.886,1,0.06,190.051,4,0.478
558SfyunbgL9P0LDxtua3c,0.065,0.801,399245,0.448,0.811,6,0.0927,-10.188,0,0.051,115.99,4,0.756
2BG1cBpmQ4SYf5glToLRjV,0.00356,0.509,278212,0.879,0.517,7,0.0919,-11.419,0,0.0466,169.96,4,0.358
0PivOoKM1sECNTsZ7K6N3h,0.00649,0.535,263509,0.701,6.37e-06,1,0.403,-5.905,0,0.0297,138.05,4,0.334
7zhzvOsGkawjS73IBV4kUF,0.175,0.413,117547,0.663,0.000352,4,0.184,-7.263,0,0.0424,162.077,4,0.698
7w1taFiEu8GGQJkzQaEWpx,0.629,0.698,248300,0.382,1.12e-06,1,0.0997,-8.016,1,0.0491,169.937,4,0.672
2JVvnXSRF0F9aEXEvP0ZNH,0.624,0.323,210619,0.778,0,0,0.974,-7.245,1,0.0471,74.958,4,0.467
4cd4S4o80CBDAXEI9f4Fch,0.227,0.421,332947,0.75,0,2,0.702,-6.596,1,0.0437,75.003,4,0.199
5r2620VyMS4JpB9UhmYjpG,0.0283,0.713,175676,0.837,0,11,0.0722,-5.96,0,0.0368,137.979,4,0.351
0oNKDfNXRAllW712Ubr0TT,0.705,0.759,171480,0.734,5.62e-06,8,0.131,-3.457,1,0.0523,126.058,4,0.892
57k9bHk64MTf935c9JNHJZ,0.00112,0.612,384871,0.814,0.853,7,0.104,-4.695,1,0.089,144.803,4,0.228
6B4ltiHFcVWHALJpO2pswJ,0.623,0.505,287507,0.525,1.09e-05,11,0.135,-8.732,0,0.0369,179.874,3,0.745
49yxLM68uEvqVvK4av7cXH,0.192,0.711,441667,0.907,0.851,1,0.11,-8.771,1,0.0439,123.987,4,0.285
7l04WFDhxrgYoiUgiaTL1r,0.000892,0.532,260933,0.926,0.384,7,0.351,-8.869,1,0.0949,134.069,4,0.213
2op1wkacaSofT8AWbdP35Y,0.109,0.5,242824,0.925,0.0811,7,0.127,-4.588,0,0.0605,170.009,4,0.459
4ESxsb4EVn7xGmJPsEN7wr,0.295,0.675,114295,0.381,3.91e-05,1,0.115,-7.723,1,0.0297,130.047,4,0.325
60tUVMP03Vdo8ObbDFmuEu,0.00789,0.516,307640,0.879,7.35e-05,9,0.305,-8.289,1,0.0339,139.907,4,0.886
2g6S8a3I5sR7LVGMBF1Vcq,0.987,0.433,146484,0.08,0.956,7,0.0907,-18.402,1,0.0362,128.114,4,0.14
0ibYVniVLMJWvc3eNfYk8T,0.000683,0.721,244133,0.924,0.00382,1,0.0817,-8.282,1,0.0396,130.947,4,0.694
16fwY6w5p0f0i8mPl6pcsR,0.32,0.595,266642,0.486,0.0332,7,0.132,-11.893,1,0.0266,144.042,4,0.297
0uRvxEqZskwG95HIWP8Cs2,0.139,0.183,235067,0.979,0,10,0.517,-16.719,0,0.1,68.78,4,0.0199
4nxIKcwIDvxHlhvpnIYBix,0.00416,0.51,252558,0.935,3.08e-05,7,0.145,-5.25,1,0.0724,172.015,4,0.182
4dnca34rORxwEy37z08BSX,0.391,0.62,154290,0.539,0,9,0.215,-8.343,1,0.52,83.836,5,0.72
4qCeR0dVsWlEVZjchI4BIZ,0.00677,0.715,263863,0.626,0.681,9,0.0479,-6.055,0,0.058,128.064,4,0.3
