duration_ms,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,n_beats
1.2370343671731834,0.9335126041463561,1.3040842051481063,1.2542519316540273,1.286829878258275,0.6707854448048178,0.9896299398315704,0.8356396962734934,1.5543464506214832,1.3854135663347942,0.9343150987040721,1.1079371171978545
0.9586514703427266,0.9335126041463561,1.3715906866638554,0.6170665059205492,0.9671102562552418,0.6623459794258201,1.4371780386344504,0.8365265800923065,0.822002470646975,1.1720339907504542,0.5857643089394514,0.7285146340546793
1.1745259251981133,1.0891128144123374,1.1989820787365695,1.2760438824005165,1.2053011651956476,0.8614874759321889,0.7564745662320183,0.8356086505684587,1.2300785229082947,0.9479826195557329,1.11676274224527,1.1727167669077898
0.3582104855804624,1.1069648515077442,1.2598892906953059,1.0633321562846503,1.1001429658532818,1.0084776201467198,1.5620551287783133,1.540592099428211,0.892401297308554,1.3155413516200312,0.1926089352479506,0.20295439928825856
1.7116417645198216,0.8223303054647626,1.2668169400859703,1.3880853279085146,1.1874599817730749,0.9542743653607253,0.7822610870316188,1.5533911276967824,0.8570212791110694,0.7424197660282822,1.167068418333865,1.6704281326148813
0.8671146102707755,1.4854248970595294,0.960200944440044,1.4092719833000593,1.3883518348149364,1.204897067340407,1.0340723264585825,0.8356116248361447,1.7799148341945332,1.2797271980404539,1.5961337854711022,1.2290034773348968
0.7015232658481749,0.49071487530386293,1.4406458570895637,0.8603628572563604,0.8457431510922463,1.8355590882636434,1.399795757570817,0.8576415503254049,1.065729910866488,0.8988927700129157,1.0648924198021348,0.7726663455513411
1.4286586029583475,1.2393510230525127,0.8247911869371242,0.5173547261035151,0.8146016131458516,0.9102804110044358,1.498693473730729,1.1023647902387357,0.7674994284811915,0.6070711114499572,0.3530155225576929,0.9858013123627147
1.1440770067218209,0.9122431275521056,1.3384069784061772,1.2891311162908732,1.2830909965441653,0.7924904480766188,0.944372258559387,0.8367337379397003,1.2245522334883958,1.3305061392186488,0.7544069808169659,0.9582812260219986
1.5118164771867273,0.6424401004691908,1.5465286139610257,1.1871828118183279,1.3831778173796088,1.78721346289357,0.7422392245950671,1.5311797334739001,0.8364026096235078,0.9892184387056122,1.166981097415114,1.4979821431154479
