sse
66377.27830900055
58119.97932109979
52137.65863870011
48111.36879036724
44552.35393602021
42312.89021887942
40575.470794218985
39020.25583962399
37524.25972680435
36255.930710906694
35238.63138169211
34225.861484183755
33418.23458171934
32653.24714508022
31963.609430654655
31357.327950245133
30720.91969340106
30116.551101098874
29614.527578942936
29132.15969608077
28637.03252154134
28154.664163290905
27658.718718648044
27233.181298982905
26917.29937913259
26614.38879884802
26084.731761936877
25870.044124756245
25534.196631609142
25231.36417030872
24840.016224944597
24512.998775414057
24250.735320418193
23975.6612033685
23759.403266374637
23480.566827999504
23292.69881806663
23013.503792861236
22798.144239459714
22577.23630551269
22391.095464336217
22122.11104418241
21943.06603760648
21727.621049451405
21600.06891876408
21414.792608614494
21297.616772079356
21134.99994451607
20916.12185937241
20719.005342458237
20645.807678418227
20456.360859675944
20373.335776007803
20252.642066959997
20080.941576903915
19995.854960068118
19804.33733201921
19652.22987998962
19560.235887938
19461.67293145456
19370.689495623392
19250.783073953266
19063.30828806645
18979.38222786494
18902.758340868935
18749.95886269105
18692.431503807125
18570.646487961832
18446.587502814822
18391.4067841652
18316.395657787176
18177.634079521413
18087.33023681612
18011.180492039366
17947.69734337126
17824.303955557487
17761.896962051058
17708.62843030306
17553.91354584239
17532.8030057142
17454.44823052622
17365.511705358815
17345.70755664253
17240.3270060963
17123.18468238363
17071.35423474694
17018.304487942543
16973.210812205423
16882.26277923034
16815.489661522686
16763.11258306155
16733.23708656112
16657.918674908964
16565.608119254935
16494.891602576055
16374.527311811868
16369.970645682535
16347.948970547772
16262.324652371766
16175.37397137121
16171.63603337137
16061.566054985007
15984.95633144999
15966.863006349759
15896.067764810614
15857.120157654688
15822.304365314156
15754.521086855357
15665.751385746407
15627.780041933218
15603.85990768686
15594.451275501655
15464.377022793853
15455.472253296472
15420.803227355134
15347.538403593693
15275.604442764545
15192.031258575795
15138.993335810437
15147.809733799948
15080.250911872417
15070.830250150319
15044.161478155182
14960.221688818647
14900.027746556567
14899.563555399196
14814.820316061372
14797.014276075586
14740.171078058647
14702.37159371737
14607.582184055707
14625.999758092368
14555.22472319537
14548.715542438087
14477.843375037675
14460.558288998605
14427.359698513503
14383.66791419792
14344.732910329789
14316.163410915946
14232.310748764894
14222.68149795891
14136.138563555578
14147.92267744696
14139.733080471735
13999.046846592852
14055.981106459174
14017.742823738321
13945.780020007462
13927.403617803957
13883.886508825371
13841.705944375402
13841.302699853139
13773.515509745843
13754.526505494674
13739.339493915237
13696.431708475318
13619.115650978625
13635.63675659915
13624.807324549678
13568.485184070702
13546.922460536585
13502.774385441642
13430.450966052544
13455.905617446528
13415.839120706345
13386.978078123138
13333.601317641293
13286.933426084244
13303.66227537472
13255.800068822924
13201.513206996467
13213.63783683115
13190.91723951171
13128.63369690814
13084.279106608967
13058.079642354836
13057.168931977121
13013.282836239885
12982.34228269713
12976.293623402544
12941.782984375235
12903.534146687585
12897.54682758465
12844.717020305945
12831.763123760584
12822.801705875789
12786.943280658443
12737.63357231599
12717.348180831365
12680.514656248386
12645.022698905152
12609.232468501657
12631.236063679255
12606.438730227708
12540.637401415705
12537.436413857095
12523.743815674006
12467.874720801721
