consequent,antecedent,abs_support,%_support,confidence,lift
Major,"('veryHighEnergy', 'veryLowSpeechiness')",3773,25.153333333333332,0.7218289649894777,0.9744788475242702
Major,"('veryHighEnergy', 'veryLowAcousticness', 'veryLowSpeechiness')",3136,20.906666666666666,0.7215830648872527,0.9741468790665817
Major,"('highDanceability', 'veryLowSpeechiness')",3722,24.813333333333336,0.7208987023048615,0.9732229803413665
Major,"('highDanceability', 'veryLowLiveness', 'veryLowSpeechiness')",2636,17.573333333333334,0.720809406617446,0.9731024299578517
notExplicit,"(nan,)",4646,30.973333333333336,0.9099099099099099,0.9725415881893009
notExplicit,"('veryHighEnergy', 'Major')",3766,25.106666666666666,0.9098816139164049,0.9725113445023567
Major,"('veryHighEnergy', 'veryLowAcousticness', 'notExplicit')",3071,20.473333333333333,0.7202157598499062,0.9723009988073614
Major,"('veryHighEnergy', 'notExplicit')",3766,25.106666666666666,0.7202141900937081,0.9722988796153021
Major,"('veryUnpopular',)",4593,30.620000000000005,0.7200188117259758,0.9720351161812292
Major,"('veryLowAcousticness', 'veryLowSpeechiness')",5301,35.339999999999996,0.7199511068857802,0.9719437137329406
Major,"('veryHighEnergy', 'veryLowLiveness')",2162,14.413333333333334,0.7197070572569907,0.9716142434393719
Major,"('highDanceability', 'veryLowLiveness', 'notExplicit')",2724,18.16,0.7193028782677581,0.9710685963474369
Major,"('highDanceability', 'notExplicit')",3864,25.759999999999998,0.7191513121161363,0.9708639799965839
Major,"('veryLowAcousticness',)",5797,38.64666666666667,0.7191415457139313,0.9708507952217594
Major,"('veryLowAcousticness', 'notExplicit')",5307,35.38,0.718910864264427,0.970539372150698
Major,"('veryLowAcousticness', 'veryLowSpeechiness', 'notExplicit')",4946,32.97333333333333,0.7187908734195612,0.9703773828902365
Major,"('veryHighEnergy', 'veryLowSpeechiness', 'notExplicit')",3494,23.293333333333333,0.7187821435918536,0.9703655975049773
Major,"('veryHighEnergy', 'veryLowAcousticness', 'veryLowSpeechiness', 'notExplicit')",2874,19.16,0.7181409295352323,0.9694999498720624
Major,"('highEnergy',)",2632,17.546666666666667,0.7169708526287115,0.967920330252063
notExplicit,"('veryHighEnergy', 'veryLowAcousticness')",4264,28.426666666666666,0.9051156866907238,0.9674173649964983
Major,"('veryLongDuration', 'veryLowAcousticness')",3034,20.226666666666667,0.7165800661313179,0.9673927632049112
Major,"('veryUnpopular', 'veryLowLiveness', 'veryLowSpeechiness')",2734,18.226666666666667,0.7164570230607966,0.9672266533986095
Major,"('veryLowInstrumentalness', 'veryLowAcousticness')",2380,15.866666666666667,0.7157894736842105,0.9663254527282115
veryLowSpeechiness,"(nan, 'notExplicit')",4070,27.133333333333333,0.8760223848471804,0.9659170665030656
Major,"('highDanceability',)",4112,27.413333333333334,0.7151304347826087,0.9654357413139348
notExplicit,"('veryLowInstrumentalness', 'veryLowAcousticness')",3003,20.02,0.9031578947368422,0.9653248126729822
Major,"('highDanceability', 'veryLowLiveness')",2890,19.26666666666667,0.7148157308929013,0.9650108868142849
Major,"('veryUnpopular', 'veryLowLiveness', 'veryLowSpeechiness', 'notExplicit')",2624,17.493333333333332,0.7145969498910676,0.9647155295082362
notExplicit,"(nan, 'veryLowLiveness')",2841,18.94,0.9024777636594663,0.9645978662456887
Major,"('veryLowAcousticness', 'veryLowLiveness', 'veryLowSpeechiness')",3220,21.46666666666667,0.7144441979143554,0.9645093122775026
Major,"('veryLongDuration', 'veryLowAcousticness', 'veryLowSpeechiness')",2876,19.173333333333336,0.7143566815697964,0.9643911640308653
notExplicit,"('veryHighEnergy', 'veryLowAcousticness', 'Major')",3071,20.473333333333333,0.9019089574155653,0.9639899074557133
Major,"('veryLongDuration', 'veryLowAcousticness', 'notExplicit')",2854,19.026666666666667,0.7140355266449837,0.9639576005467335
Major,"('veryLowInstrumentalness', 'veryLowAcousticness', 'notExplicit')",2143,14.286666666666667,0.7136197136197137,0.9633962473490869
Major,"('veryLowAcousticness', 'veryLowLiveness', 'veryLowSpeechiness', 'notExplicit')",3029,20.19333333333333,0.7130414312617702,0.9626155583589734
Major,"('veryLowInstrumentalness', 'veryLowAcousticness', 'veryLowSpeechiness')",2180,14.533333333333335,0.7124183006535948,0.9617743236255892
Major,"('veryLowAcousticness', 'veryLowLiveness')",3476,23.173333333333336,0.7117117117117117,0.9608204190150009
Major,"('veryUnpopular', 'veryLowLiveness', 'notExplicit')",2794,18.626666666666665,0.7116658176260825,0.9607584613798252
Major,"('veryLongDuration', 'veryLowAcousticness', 'veryLowSpeechiness', 'notExplicit')",2718,18.12,0.7113321120125622,0.9603079542965018
Major,"('veryLowAcousticness', 'veryLowLiveness', 'notExplicit')",3208,21.386666666666667,0.7108353645025481,0.9596373384518245
Major,"('veryUnpopular', 'veryLowLiveness')",2967,19.78,0.710318410342351,0.9589394433566074
Major,"('veryUnpopular', 'veryLongDuration')",2189,14.593333333333334,0.7091026886945254,0.9572982027196365
Major,"('veryUnpopular', 'veryLowAcousticness', 'veryLowSpeechiness')",2559,17.06,0.7051529346927529,0.9519659814950313
Major,"('veryUnpopular', 'veryLowAcousticness')",2827,18.846666666666668,0.7049875311720698,0.9517426845091393
Major,"('veryUnpopular', 'veryLowAcousticness', 'notExplicit')",2585,17.233333333333334,0.7035928143712575,0.9498597979991776
Major,"('veryUnpopular', 'veryLowAcousticness', 'veryLowSpeechiness', 'notExplicit')",2385,15.9,0.7018834608593291,0.947552147681571
Major,"('veryHighInstrumentalness',)",2317,15.446666666666667,0.7010590015128593,0.9464391164335244
Major,"('veryHighInstrumentalness', 'veryLowSpeechiness')",2203,14.686666666666667,0.7009226853324849,0.9462550877497321
veryLowSpeechiness,"(nan, 'Major')",3348,22.32,0.8564850345356869,0.9443748543101517
veryLowSpeechiness,"(nan, 'veryLowLiveness')",2673,17.82,0.8491105463786531,0.9362436192061009
veryLowSpeechiness,"(nan,)",4282,28.546666666666663,0.8386212299255777,0.9246779218526658
